"State_Acronym","year","SVRNCTAX","state","sales","year_effective","post_eff","rel_year"
"NC",1989,1524,"North Carolina",50,2016,0,-27
"NC",1990,1540,"North Carolina",50,2016,0,-26
"NC",1991,1648,"North Carolina",50,2016,0,-25
"NC",1992,1621,"North Carolina",50,2016,0,-24
"NC",1993,1735,"North Carolina",50,2016,0,-23
"NC",1994,1863,"North Carolina",50,2016,0,-22
"NC",1995,1919,"North Carolina",50,2016,0,-21
"NC",1996,1869,"North Carolina",50,2016,0,-20
"NC",1997,1970,"North Carolina",50,2016,0,-19
"NC",1998,2015,"North Carolina",50,2016,0,-18
"NC",1999,1950,"North Carolina",50,2016,0,-17
"NC",2000,1937,"North Carolina",50,2016,0,-16
"NC",2001,2047,"North Carolina",50,2016,0,-15
"NC",2002,1889,"North Carolina",50,2016,0,-14
"NC",2003,1858,"North Carolina",50,2016,0,-13
"NC",2004,1894,"North Carolina",50,2016,0,-12
"NC",2005,1932,"North Carolina",50,2016,0,-11
"NC",2006,1967,"North Carolina",50,2016,0,-10
"NC",2007,1898,"North Carolina",50,2016,0,-9
"NC",2008,1889,"North Carolina",50,2016,0,-8
"NC",2009,1740,"North Carolina",50,2016,0,-7
"NC",2010,1464,"North Carolina",50,2016,0,-6
"NC",2011,1610,"North Carolina",50,2016,0,-5
"NC",2012,1562,"North Carolina",50,2016,0,-4
"NC",2013,1656,"North Carolina",50,2016,0,-3
"NC",2014,1776,"North Carolina",50,2016,0,-2
"NC",2015,1870,"North Carolina",50,2016,0,-1
"NC",2016,1961,"North Carolina",60,2016,1,0
"NC",2017,1892,"North Carolina",66.67,2016,1,1
"NC",2018,1913,"North Carolina",100,2016,1,2
"NC",2019,1824,"North Carolina",100,2016,1,3
"NC",2020,1724,"North Carolina",100,2016,1,4
"NC",2021,1801,"North Carolina",100,2016,1,5
"NC",2022,1724,"North Carolina",100,2016,1,6
"ND",1976,12594,"North Dakota",33.34,2016,0,-40
"ND",1977,15418,"North Dakota",33.34,2016,0,-39
"ND",1978,18619,"North Dakota",33.34,2016,0,-38
"ND",1979,25503,"North Dakota",33.34,2016,0,-37
"ND",1980,43927,"North Dakota",33.34,2016,0,-36
"ND",1981,103390,"North Dakota",33.34,2016,0,-35
"ND",1982,186685,"North Dakota",33.34,2016,0,-34
"ND",1983,184527,"North Dakota",33.34,2016,0,-33
"ND",1984,199553,"North Dakota",33.34,2016,0,-32
"ND",1985,176278,"North Dakota",33.34,2016,0,-31
"ND",1986,146971,"North Dakota",33.34,2016,0,-30
"ND",1987,95808,"North Dakota",33.34,2016,0,-29
"ND",1988,93257,"North Dakota",33.34,2016,0,-28
"ND",1989,79499,"North Dakota",33.34,2016,0,-27
"ND",1990,79576,"North Dakota",33.34,2016,0,-26
"ND",1991,108015,"North Dakota",33.34,2016,0,-25
"ND",1992,83305,"North Dakota",33.34,2016,0,-24
"ND",1993,131035,"North Dakota",33.34,2016,0,-23
"ND",1994,110396,"North Dakota",33.34,2016,0,-22
"ND",1995,113425,"North Dakota",33.34,2016,0,-21
"ND",1996,115470,"North Dakota",33.34,2016,0,-20
"ND",1997,135552,"North Dakota",33.34,2016,0,-19
"ND",1998,121192,"North Dakota",33.34,2016,0,-18
"ND",1999,100114,"North Dakota",33.34,2016,0,-17
"ND",2000,144740,"North Dakota",33.34,2016,0,-16
"ND",2001,164624,"North Dakota",33.34,2016,0,-15
"ND",2002,138244,"North Dakota",33.34,2016,0,-14
"ND",2003,161253,"North Dakota",33.34,2016,0,-13
"ND",2004,175625,"North Dakota",33.34,2016,0,-12
"ND",2005,262339,"North Dakota",33.34,2016,0,-11
"ND",2006,346672,"North Dakota",33.34,2016,0,-10
"ND",2007,391337,"North Dakota",33.34,2016,0,-9
"ND",2008,791692,"North Dakota",33.34,2016,0,-8
"ND",2009,827417,"North Dakota",33.34,2016,0,-7
"ND",2010,1136553,"North Dakota",33.34,2016,0,-6
"ND",2011,1021709,"North Dakota",33.34,2016,0,-5
"ND",2012,1713225,"North Dakota",33.34,2016,0,-4
"ND",2013,2457530,"North Dakota",33.34,2016,0,-3
"ND",2014,3293053,"North Dakota",33.34,2016,0,-2
"ND",2015,2849324,"North Dakota",33.34,2016,0,-1
"ND",2016,1550122,"North Dakota",50,2016,1,0
"ND",2017,1517134,"North Dakota",50,2016,1,1
"ND",2018,2115757,"North Dakota",60,2016,1,2
"ND",2019,2610995,"North Dakota",100,2016,1,3
"ND",2020,2086801,"North Dakota",100,2016,1,4
"ND",2021,1662082,"North Dakota",100,2016,1,5
"ND",2022,2858236,"North Dakota",100,2016,1,6
"OH",1976,3930,"Ohio",33.34,NA,NA,NA
"OH",1977,3918,"Ohio",33.34,NA,NA,NA
"OH",1978,3800,"Ohio",33.34,NA,NA,NA
"OH",1979,4582,"Ohio",33.34,NA,NA,NA
"OH",1980,4596,"Ohio",33.34,NA,NA,NA
"OH",1981,4167,"Ohio",33.34,NA,NA,NA
"OH",1982,4033,"Ohio",33.34,NA,NA,NA
"OH",1983,3968,"Ohio",33.34,NA,NA,NA
"OH",1984,6624,"Ohio",33.34,NA,NA,NA
"OH",1985,8192,"Ohio",50,NA,NA,NA
"OH",1986,9865,"Ohio",50,NA,NA,NA
"OH",1987,9528,"Ohio",50,NA,NA,NA
"OH",1988,9353,"Ohio",50,NA,NA,NA
"OH",1989,8799,"Ohio",50,NA,NA,NA
"OH",1990,9468,"Ohio",50,NA,NA,NA
"OH",1991,9461,"Ohio",50,NA,NA,NA
"OH",1992,9143,"Ohio",50,NA,NA,NA
"OH",1993,9203,"Ohio",50,NA,NA,NA
"OH",1994,9060,"Ohio",50,NA,NA,NA
"OH",1995,9135,"Ohio",50,NA,NA,NA
"OH",1996,8990,"Ohio",50,NA,NA,NA
"OH",1997,9155,"Ohio",50,NA,NA,NA
"OH",1998,9245,"Ohio",50,NA,NA,NA
"OH",1999,12167,"Ohio",60,NA,NA,NA
"OH",2000,9308,"Ohio",60,NA,NA,NA
"OH",2001,8302,"Ohio",60,NA,NA,NA
"OH",2002,8655,"Ohio",60,NA,NA,NA
"OH",2003,8065,"Ohio",60,NA,NA,NA
"OH",2004,8112,"Ohio",60,NA,NA,NA
"OH",2005,7920,"Ohio",60,NA,NA,NA
"OH",2006,7675,"Ohio",60,NA,NA,NA
"OH",2007,7015,"Ohio",60,NA,NA,NA
"OH",2008,9420,"Ohio",60,NA,NA,NA
"OH",2009,11052,"Ohio",60,NA,NA,NA
"OH",2010,10550,"Ohio",60,NA,NA,NA
"OH",2011,11197,"Ohio",60,NA,NA,NA
"OH",2012,10182,"Ohio",60,NA,NA,NA
"OH",2013,12308,"Ohio",60,NA,NA,NA
"OK",1976,151316,"Oklahoma",33.34,NA,NA,NA
"OK",1977,191351,"Oklahoma",33.34,NA,NA,NA
"OK",1978,230368,"Oklahoma",33.34,NA,NA,NA
"OK",1979,280982,"Oklahoma",33.34,NA,NA,NA
"OK",1980,436098,"Oklahoma",33.34,NA,NA,NA
"OK",1981,601486,"Oklahoma",33.34,NA,NA,NA
"OK",1982,742701,"Oklahoma",33.34,NA,NA,NA
"OK",1983,777687,"Oklahoma",33.34,NA,NA,NA
"OK",1984,703738,"Oklahoma",33.34,NA,NA,NA
"OK",1985,708816,"Oklahoma",33.34,NA,NA,NA
"OK",1986,571375,"Oklahoma",33.34,NA,NA,NA
"OK",1987,370178,"Oklahoma",33.34,NA,NA,NA
"OK",1988,386680,"Oklahoma",33.34,NA,NA,NA
"OK",1989,371573,"Oklahoma",33.34,NA,NA,NA
"OK",1990,395292,"Oklahoma",33.34,NA,NA,NA
"OK",1991,415528,"Oklahoma",33.34,NA,NA,NA
"OK",1992,354988,"Oklahoma",33.34,NA,NA,NA
"OK",1993,394134,"Oklahoma",33.34,NA,NA,NA
"OK",1994,372464,"Oklahoma",33.34,NA,NA,NA
"OK",1995,309553,"Oklahoma",33.34,NA,NA,NA
"OK",1996,319904,"Oklahoma",33.34,NA,NA,NA
"OK",1997,404050,"Oklahoma",33.34,NA,NA,NA
"OK",1998,338497,"Oklahoma",33.34,NA,NA,NA
"OK",1999,210205,"Oklahoma",33.34,NA,NA,NA
"OK",2000,392606,"Oklahoma",33.34,NA,NA,NA
"OK",2001,711072,"Oklahoma",33.34,NA,NA,NA
"OK",2002,364459,"Oklahoma",33.34,NA,NA,NA
"OK",2003,547951,"Oklahoma",33.34,NA,NA,NA
"OK",2004,655051,"Oklahoma",33.34,NA,NA,NA
"OK",2005,762506,"Oklahoma",33.34,NA,NA,NA
"OK",2006,1059919,"Oklahoma",33.34,NA,NA,NA
"OK",2007,942148,"Oklahoma",33.34,NA,NA,NA
"OK",2008,1184765,"Oklahoma",33.34,NA,NA,NA
"OK",2009,1067182,"Oklahoma",33.34,NA,NA,NA
"OK",2010,743686,"Oklahoma",33.34,NA,NA,NA
"OK",2011,830662,"Oklahoma",33.34,NA,NA,NA
"OK",2012,848947,"Oklahoma",33.34,NA,NA,NA
"OK",2013,515981,"Oklahoma",33.34,NA,NA,NA
"OK",2014,679406,"Oklahoma",33.34,NA,NA,NA
"OK",2015,556546,"Oklahoma",33.34,NA,NA,NA
"OK",2016,330824,"Oklahoma",33.34,NA,NA,NA
"OK",2017,441971,"Oklahoma",33.34,NA,NA,NA
"OK",2018,699937,"Oklahoma",33.34,NA,NA,NA
"OK",2019,1153138,"Oklahoma",33.34,NA,NA,NA
"OK",2020,829238,"Oklahoma",33.34,NA,NA,NA
"OK",2021,754292,"Oklahoma",33.34,NA,NA,NA
"OK",2022,1529945,"Oklahoma",33.34,NA,NA,NA
"OR",1976,3458,"Oregon",33.34,2004,0,-28
"OR",1977,3680,"Oregon",33.34,2004,0,-27
"OR",1978,4117,"Oregon",33.34,2004,0,-26
"OR",1979,47625,"Oregon",33.34,2004,0,-25
"OR",1980,50592,"Oregon",33.34,2004,0,-24
"OR",1981,56937,"Oregon",33.34,2004,0,-23
"OR",1982,50480,"Oregon",33.34,2004,0,-22
"OR",1983,49662,"Oregon",33.34,2004,0,-21
"OR",1984,29188,"Oregon",33.34,2004,0,-20
"OR",1985,31774,"Oregon",33.34,2004,0,-19
"OR",1986,32415,"Oregon",33.34,2004,0,-18
"OR",1987,33309,"Oregon",33.34,2004,0,-17
"OR",1988,31972,"Oregon",33.34,2004,0,-16
"OR",1989,37454,"Oregon",33.34,2004,0,-15
"OR",1990,52242,"Oregon",33.34,2004,0,-14
"OR",1991,63079,"Oregon",50,2004,0,-13
"OR",1992,63788,"Oregon",50,2004,0,-12
"OR",1993,70192,"Oregon",50,2004,0,-11
"OR",1994,74744,"Oregon",50,2004,0,-10
"OR",1995,77847,"Oregon",50,2004,0,-9
"OR",1996,64409,"Oregon",50,2004,0,-8
"OR",1997,52898,"Oregon",50,2004,0,-7
"OR",1998,45839,"Oregon",50,2004,0,-6
"OR",1999,49558,"Oregon",50,2004,0,-5
"OR",2000,38899,"Oregon",50,2004,0,-4
"OR",2001,34923,"Oregon",50,2004,0,-3
"OR",2002,29612,"Oregon",50,2004,0,-2
"OR",2003,25797,"Oregon",50,2004,0,-1
"OR",2004,16603,"Oregon",80,2004,1,0
"OR",2005,12148,"Oregon",80,2004,1,1
"OR",2006,12032,"Oregon",100,2004,1,2
"OR",2007,12513,"Oregon",100,2004,1,3
"OR",2008,11815,"Oregon",100,2004,1,4
"OR",2009,13038,"Oregon",100,2004,1,5
"OR",2010,12742,"Oregon",100,2004,1,6
"OR",2011,13199,"Oregon",100,2004,1,7
"OR",2012,14119,"Oregon",100,2004,1,8
"OR",2013,23305,"Oregon",100,2004,1,9
"OR",2014,23424,"Oregon",100,2004,1,10
"OR",2015,24149,"Oregon",100,2004,1,11
"OR",2016,13590,"Oregon",100,2004,1,12
"OR",2017,15293,"Oregon",100,2004,1,13
"OR",2018,15682,"Oregon",100,2004,1,14
"OR",2019,16218,"Oregon",100,2004,1,15
"OR",2020,15521,"Oregon",100,2004,1,16
"OR",2021,15482,"Oregon",100,2004,1,17
"OR",2022,16484,"Oregon",100,2004,1,18
"PA",1976,NA,"Pennsylvania",33.34,2007,0,-31
"PA",1977,NA,"Pennsylvania",33.34,2007,0,-30
"PA",1978,NA,"Pennsylvania",33.34,2007,0,-29
"PA",1979,NA,"Pennsylvania",33.34,2007,0,-28
"PA",1980,NA,"Pennsylvania",33.34,2007,0,-27
"PA",1981,NA,"Pennsylvania",33.34,2007,0,-26
"PA",1982,NA,"Pennsylvania",33.34,2007,0,-25
"PA",1983,NA,"Pennsylvania",33.34,2007,0,-24
"PA",1984,NA,"Pennsylvania",33.34,2007,0,-23
"PA",1985,NA,"Pennsylvania",33.34,2007,0,-22
"PA",1986,NA,"Pennsylvania",33.34,2007,0,-21
"PA",1987,NA,"Pennsylvania",33.34,2007,0,-20
"PA",1988,NA,"Pennsylvania",33.34,2007,0,-19
"PA",1989,NA,"Pennsylvania",33.34,2007,0,-18
"PA",1990,NA,"Pennsylvania",33.34,2007,0,-17
"PA",1991,NA,"Pennsylvania",33.34,2007,0,-16
"PA",1992,NA,"Pennsylvania",33.34,2007,0,-15
"PA",1993,NA,"Pennsylvania",33.34,2007,0,-14
"PA",1994,NA,"Pennsylvania",33.34,2007,0,-13
"PA",1995,NA,"Pennsylvania",50,2007,0,-12
"PA",1996,NA,"Pennsylvania",50,2007,0,-11
"PA",1997,NA,"Pennsylvania",50,2007,0,-10
"PA",1998,NA,"Pennsylvania",50,2007,0,-9
"PA",1999,NA,"Pennsylvania",50,2007,0,-8
"PA",2000,NA,"Pennsylvania",60,2007,0,-7
"PA",2001,NA,"Pennsylvania",60,2007,0,-6
"PA",2002,NA,"Pennsylvania",60,2007,0,-5
"PA",2003,NA,"Pennsylvania",60,2007,0,-4
"PA",2004,NA,"Pennsylvania",60,2007,0,-3
"PA",2005,NA,"Pennsylvania",60,2007,0,-2
"PA",2006,NA,"Pennsylvania",60,2007,0,-1
"PA",2007,NA,"Pennsylvania",70,2007,1,0
"PA",2008,NA,"Pennsylvania",70,2007,1,1
"PA",2009,NA,"Pennsylvania",83,2007,1,2
"PA",2010,NA,"Pennsylvania",90,2007,1,3
"PA",2011,NA,"Pennsylvania",90,2007,1,4
"PA",2012,NA,"Pennsylvania",90,2007,1,5
"PA",2013,NA,"Pennsylvania",100,2007,1,6
"PA",2014,NA,"Pennsylvania",100,2007,1,7
"PA",2015,NA,"Pennsylvania",100,2007,1,8
"PA",2016,NA,"Pennsylvania",100,2007,1,9
"PA",2017,NA,"Pennsylvania",100,2007,1,10
"PA",2018,NA,"Pennsylvania",100,2007,1,11
"PA",2019,NA,"Pennsylvania",100,2007,1,12
"PA",2020,NA,"Pennsylvania",100,2007,1,13
"PA",2021,NA,"Pennsylvania",100,2007,1,14
"PA",2022,NA,"Pennsylvania",100,2007,1,15
"RI",1976,NA,"Rhode Island",33.34,2015,0,-39
"RI",1977,NA,"Rhode Island",33.34,2015,0,-38
"RI",1978,NA,"Rhode Island",33.34,2015,0,-37
"RI",1979,NA,"Rhode Island",33.34,2015,0,-36
"RI",1980,NA,"Rhode Island",33.34,2015,0,-35
"RI",1981,NA,"Rhode Island",33.34,2015,0,-34
"RI",1982,NA,"Rhode Island",33.34,2015,0,-33
"RI",1983,NA,"Rhode Island",33.34,2015,0,-32
"RI",1984,NA,"Rhode Island",33.34,2015,0,-31
"RI",1985,NA,"Rhode Island",33.34,2015,0,-30
"RI",1986,NA,"Rhode Island",33.34,2015,0,-29
"RI",1987,NA,"Rhode Island",33.34,2015,0,-28
"RI",1988,NA,"Rhode Island",33.34,2015,0,-27
"RI",1989,NA,"Rhode Island",33.34,2015,0,-26
"RI",1990,NA,"Rhode Island",33.34,2015,0,-25
"RI",1991,NA,"Rhode Island",33.34,2015,0,-24
"RI",1992,NA,"Rhode Island",33.34,2015,0,-23
"RI",1993,NA,"Rhode Island",33.34,2015,0,-22
"RI",1994,NA,"Rhode Island",33.34,2015,0,-21
"RI",1995,NA,"Rhode Island",33.34,2015,0,-20
"RI",1996,NA,"Rhode Island",33.34,2015,0,-19
"RI",1997,NA,"Rhode Island",33.34,2015,0,-18
"RI",1998,NA,"Rhode Island",33.34,2015,0,-17
"RI",1999,NA,"Rhode Island",33.34,2015,0,-16
"RI",2000,NA,"Rhode Island",33.34,2015,0,-15
"RI",2001,NA,"Rhode Island",33.34,2015,0,-14
"RI",2002,NA,"Rhode Island",33.34,2015,0,-13
"RI",2003,NA,"Rhode Island",33.34,2015,0,-12
"RI",2004,NA,"Rhode Island",33.34,2015,0,-11
"RI",2005,NA,"Rhode Island",33.34,2015,0,-10
"RI",2006,NA,"Rhode Island",33.34,2015,0,-9
"RI",2007,NA,"Rhode Island",33.34,2015,0,-8
"RI",2008,NA,"Rhode Island",33.34,2015,0,-7
"RI",2009,NA,"Rhode Island",33.34,2015,0,-6
"RI",2010,NA,"Rhode Island",33.34,2015,0,-5
"RI",2011,NA,"Rhode Island",33.34,2015,0,-4
"RI",2012,NA,"Rhode Island",33.34,2015,0,-3
"RI",2013,NA,"Rhode Island",33.34,2015,0,-2
"RI",2014,NA,"Rhode Island",33.34,2015,0,-1
"RI",2015,NA,"Rhode Island",100,2015,1,0
"RI",2016,NA,"Rhode Island",100,2015,1,1
"RI",2017,NA,"Rhode Island",100,2015,1,2
"RI",2018,NA,"Rhode Island",100,2015,1,3
"RI",2019,NA,"Rhode Island",100,2015,1,4
"RI",2020,NA,"Rhode Island",100,2015,1,5
"RI",2021,NA,"Rhode Island",100,2015,1,6
"RI",2022,NA,"Rhode Island",100,2015,1,7
"SC",1976,NA,"South Carolina",33.34,2007,0,-31
"SC",1977,NA,"South Carolina",33.34,2007,0,-30
"SC",1978,NA,"South Carolina",33.34,2007,0,-29
"SC",1979,NA,"South Carolina",33.34,2007,0,-28
"SC",1980,NA,"South Carolina",33.34,2007,0,-27
"SC",1981,NA,"South Carolina",33.34,2007,0,-26
"SC",1982,NA,"South Carolina",33.34,2007,0,-25
"SC",1983,NA,"South Carolina",33.34,2007,0,-24
"SC",1984,NA,"South Carolina",33.34,2007,0,-23
"SC",1985,NA,"South Carolina",33.34,2007,0,-22
"SC",1986,NA,"South Carolina",33.34,2007,0,-21
"SC",1987,NA,"South Carolina",33.34,2007,0,-20
"SC",1988,NA,"South Carolina",33.34,2007,0,-19
"SC",1989,NA,"South Carolina",33.34,2007,0,-18
"SC",1990,NA,"South Carolina",33.34,2007,0,-17
"SC",1991,NA,"South Carolina",33.34,2007,0,-16
"SC",1992,NA,"South Carolina",33.34,2007,0,-15
"SC",1993,NA,"South Carolina",33.34,2007,0,-14
"SC",1994,NA,"South Carolina",50,2007,0,-13
"SC",1995,NA,"South Carolina",50,2007,0,-12
"SC",1996,NA,"South Carolina",50,2007,0,-11
"SC",1997,NA,"South Carolina",50,2007,0,-10
"SC",1998,NA,"South Carolina",50,2007,0,-9
"SC",1999,NA,"South Carolina",50,2007,0,-8
"SC",2000,NA,"South Carolina",50,2007,0,-7
"SC",2001,NA,"South Carolina",50,2007,0,-6
"SC",2002,NA,"South Carolina",50,2007,0,-5
"SC",2003,NA,"South Carolina",50,2007,0,-4
"SC",2004,NA,"South Carolina",50,2007,0,-3
"SC",2005,NA,"South Carolina",50,2007,0,-2
"SC",2006,NA,"South Carolina",50,2007,0,-1
"SC",2007,NA,"South Carolina",100,2007,1,0
"SC",2008,NA,"South Carolina",100,2007,1,1
"SC",2009,NA,"South Carolina",100,2007,1,2
"SC",2010,NA,"South Carolina",100,2007,1,3
"SC",2011,NA,"South Carolina",100,2007,1,4
"SC",2012,NA,"South Carolina",100,2007,1,5
"SC",2013,NA,"South Carolina",100,2007,1,6
"SC",2014,NA,"South Carolina",100,2007,1,7
"SC",2015,NA,"South Carolina",100,2007,1,8
"SC",2016,NA,"South Carolina",100,2007,1,9
"SC",2017,NA,"South Carolina",100,2007,1,10
"SC",2018,NA,"South Carolina",100,2007,1,11
"SC",2019,NA,"South Carolina",100,2007,1,12
"SC",2020,NA,"South Carolina",100,2007,1,13
"SC",2021,NA,"South Carolina",100,2007,1,14
"SC",2022,NA,"South Carolina",100,2007,1,15
"TN",1976,1818,"Tennessee",33.34,2024,0,-48
"TN",1977,2052,"Tennessee",33.34,2024,0,-47
"TN",1978,2128,"Tennessee",33.34,2024,0,-46
"TN",1979,2155,"Tennessee",33.34,2024,0,-45
"TN",1980,2204,"Tennessee",33.34,2024,0,-44
"TN",1981,2552,"Tennessee",33.34,2024,0,-43
"TN",1982,2512,"Tennessee",33.34,2024,0,-42
"TN",1983,3419,"Tennessee",33.34,2024,0,-41
"TN",1984,3335,"Tennessee",33.34,2024,0,-40
"TN",1985,2819,"Tennessee",33.34,2024,0,-39
"TN",1986,2321,"Tennessee",33.34,2024,0,-38
"TN",1987,1581,"Tennessee",33.34,2024,0,-37
"TN",1988,1820,"Tennessee",33.34,2024,0,-36
"TN",1989,1588,"Tennessee",33.34,2024,0,-35
"TN",1990,1537,"Tennessee",33.34,2024,0,-34
"TN",1991,1447,"Tennessee",33.34,2024,0,-33
"TN",1992,1199,"Tennessee",33.34,2024,0,-32
"TN",1993,1015,"Tennessee",33.34,2024,0,-31
"TN",1994,951,"Tennessee",33.34,2024,0,-30
"TN",1995,903,"Tennessee",33.34,2024,0,-29
"TN",1996,989,"Tennessee",33.34,2024,0,-28
"TN",1997,1124,"Tennessee",50,2024,0,-27
"TN",1998,861,"Tennessee",50,2024,0,-26
"TN",1999,802,"Tennessee",50,2024,0,-25
"TN",2000,957,"Tennessee",50,2024,0,-24
"TN",2001,1131,"Tennessee",50,2024,0,-23
"TN",2002,1120,"Tennessee",50,2024,0,-22
"TN",2003,1095,"Tennessee",50,2024,0,-21
"TN",2004,1061,"Tennessee",50,2024,0,-20
"TN",2005,1438,"Tennessee",50,2024,0,-19
"TN",2006,1796,"Tennessee",50,2024,0,-18
"TN",2007,1604,"Tennessee",50,2024,0,-17
"TN",2008,2357,"Tennessee",50,2024,0,-16
"TN",2009,2413,"Tennessee",50,2024,0,-15
"TN",2010,2251,"Tennessee",50,2024,0,-14
"TN",2011,2355,"Tennessee",50,2024,0,-13
"TN",2012,2450,"Tennessee",50,2024,0,-12
"TN",2013,2502,"Tennessee",50,2024,0,-11
"TN",2014,2487,"Tennessee",50,2024,0,-10
"TN",2015,2195,"Tennessee",50,2024,0,-9
"TN",2016,1444,"Tennessee",50,2024,0,-8
"TN",2017,1261,"Tennessee",60,2024,0,-7
"TN",2018,1025,"Tennessee",60,2024,0,-6
"TN",2019,1024,"Tennessee",60,2024,0,-5
"TN",2020,828,"Tennessee",60,2024,0,-4
"TN",2021,381,"Tennessee",60,2024,0,-3
"TN",2022,826,"Tennessee",60,2024,0,-2
"UT",1976,11723,"Utah",33.34,2011,0,-35
"UT",1977,8931,"Utah",33.34,2011,0,-34
"UT",1978,8926,"Utah",33.34,2011,0,-33
"UT",1979,8993,"Utah",33.34,2011,0,-32
"UT",1980,10584,"Utah",33.34,2011,0,-31
"UT",1981,16041,"Utah",33.34,2011,0,-30
"UT",1982,22295,"Utah",33.34,2011,0,-29
"UT",1983,19688,"Utah",33.34,2011,0,-28
"UT",1984,38416,"Utah",33.34,2011,0,-27
"UT",1985,49353,"Utah",33.34,2011,0,-26
"UT",1986,43905,"Utah",33.34,2011,0,-25
"UT",1987,21548,"Utah",33.34,2011,0,-24
"UT",1988,29156,"Utah",33.34,2011,0,-23
"UT",1989,30630,"Utah",33.34,2011,0,-22
"UT",1990,30096,"Utah",33.34,2011,0,-21
"UT",1991,39851,"Utah",33.34,2011,0,-20
"UT",1992,25776,"Utah",33.34,2011,0,-19
"UT",1993,20284,"Utah",33.34,2011,0,-18
"UT",1994,18872,"Utah",33.34,2011,0,-17
"UT",1995,21404,"Utah",33.34,2011,0,-16
"UT",1996,20358,"Utah",33.34,2011,0,-15
"UT",1997,25137,"Utah",33.34,2011,0,-14
"UT",1998,23009,"Utah",33.34,2011,0,-13
"UT",1999,14513,"Utah",33.34,2011,0,-12
"UT",2000,26689,"Utah",33.34,2011,0,-11
"UT",2001,51853,"Utah",33.34,2011,0,-10
"UT",2002,28972,"Utah",33.34,2011,0,-9
"UT",2003,37788,"Utah",33.34,2011,0,-8
"UT",2004,50009,"Utah",33.34,2011,0,-7
"UT",2005,73434,"Utah",33.34,2011,0,-6
"UT",2006,99517,"Utah",50,2011,0,-5
"UT",2007,101539,"Utah",50,2011,0,-4
"UT",2008,106060,"Utah",50,2011,0,-3
"UT",2009,102121,"Utah",50,2011,0,-2
"UT",2010,89162,"Utah",50,2011,0,-1
"UT",2011,101665,"Utah",66.66,2011,1,0
"UT",2012,107075,"Utah",83.34,2011,1,1
"UT",2013,112050,"Utah",100,2011,1,2
"UT",2014,155743,"Utah",100,2011,1,3
"UT",2015,130212,"Utah",100,2011,1,4
"UT",2016,52823,"Utah",100,2011,1,5
"UT",2017,29589,"Utah",100,2011,1,6
"UT",2018,42015,"Utah",100,2011,1,7
"UT",2019,45797,"Utah",100,2011,1,8
"UT",2020,53188,"Utah",100,2011,1,9
"UT",2021,37985,"Utah",100,2011,1,10
"UT",2022,97393,"Utah",100,2011,1,11
"VT",1976,NA,"Vermont",33.34,2023,0,-47
"VT",1977,NA,"Vermont",33.34,2023,0,-46
"VT",1978,NA,"Vermont",33.34,2023,0,-45
"VT",1979,NA,"Vermont",33.34,2023,0,-44
"VT",1980,NA,"Vermont",33.34,2023,0,-43
"VT",1981,NA,"Vermont",33.34,2023,0,-42
"VT",1982,NA,"Vermont",33.34,2023,0,-41
"VT",1983,NA,"Vermont",33.34,2023,0,-40
"VT",1984,NA,"Vermont",33.34,2023,0,-39
"VT",1985,NA,"Vermont",33.34,2023,0,-38
"VT",1986,NA,"Vermont",33.34,2023,0,-37
"VT",1987,NA,"Vermont",33.34,2023,0,-36
"VT",1988,NA,"Vermont",33.34,2023,0,-35
"VT",1989,NA,"Vermont",33.34,2023,0,-34
"VT",1990,NA,"Vermont",33.34,2023,0,-33
"VT",1991,NA,"Vermont",33.34,2023,0,-32
"VT",1992,NA,"Vermont",33.34,2023,0,-31
"VT",1993,NA,"Vermont",33.34,2023,0,-30
"VT",1994,NA,"Vermont",33.34,2023,0,-29
"VT",1995,NA,"Vermont",33.34,2023,0,-28
"VT",1996,NA,"Vermont",33.34,2023,0,-27
"VT",1997,NA,"Vermont",33.34,2023,0,-26
"VT",1998,NA,"Vermont",33.34,2023,0,-25
"VT",1999,NA,"Vermont",33.34,2023,0,-24
"VT",2000,NA,"Vermont",33.34,2023,0,-23
"VT",2001,NA,"Vermont",33.34,2023,0,-22
"VT",2002,NA,"Vermont",33.34,2023,0,-21
"VT",2003,NA,"Vermont",33.34,2023,0,-20
"VT",2004,NA,"Vermont",33.34,2023,0,-19
"VT",2005,NA,"Vermont",33.34,2023,0,-18
"VT",2006,NA,"Vermont",50,2023,0,-17
"VT",2007,NA,"Vermont",50,2023,0,-16
"VT",2008,NA,"Vermont",50,2023,0,-15
"VT",2009,NA,"Vermont",50,2023,0,-14
"VT",2010,NA,"Vermont",50,2023,0,-13
"VT",2011,NA,"Vermont",50,2023,0,-12
"VT",2012,NA,"Vermont",50,2023,0,-11
"VT",2013,NA,"Vermont",50,2023,0,-10
"VT",2014,NA,"Vermont",50,2023,0,-9
"VT",2015,NA,"Vermont",50,2023,0,-8
"VT",2016,NA,"Vermont",50,2023,0,-7
"VT",2017,NA,"Vermont",50,2023,0,-6
"VT",2018,NA,"Vermont",50,2023,0,-5
"VT",2019,NA,"Vermont",50,2023,0,-4
"VT",2020,NA,"Vermont",50,2023,0,-3
"VT",2021,NA,"Vermont",50,2023,0,-2
"VT",2022,NA,"Vermont",50,2023,0,-1
"VA",1976,707,"Virginia",33.34,NA,NA,NA
"VA",1977,705,"Virginia",33.34,NA,NA,NA
