"State_Acronym","year","SVRNCTAX","state","sales","year_effective","post_eff","rel_year"
"VA",1978,813,"Virginia",33.34,NA,NA,NA
"VA",1979,1003,"Virginia",33.34,NA,NA,NA
"VA",1980,1012,"Virginia",33.34,NA,NA,NA
"VA",1981,1087,"Virginia",33.34,NA,NA,NA
"VA",1982,1280,"Virginia",33.34,NA,NA,NA
"VA",1983,1347,"Virginia",33.34,NA,NA,NA
"VA",1984,1424,"Virginia",33.34,NA,NA,NA
"VA",1985,1647,"Virginia",33.34,NA,NA,NA
"VA",1986,1600,"Virginia",33.34,NA,NA,NA
"VA",1987,1714,"Virginia",33.34,NA,NA,NA
"VA",1988,1668,"Virginia",33.34,NA,NA,NA
"VA",1989,1516,"Virginia",33.34,NA,NA,NA
"VA",1990,1556,"Virginia",33.34,NA,NA,NA
"VA",1991,1461,"Virginia",33.34,NA,NA,NA
"VA",1992,1426,"Virginia",33.34,NA,NA,NA
"VA",1993,1582,"Virginia",33.34,NA,NA,NA
"VA",1994,1678,"Virginia",33.34,NA,NA,NA
"VA",1995,1800,"Virginia",33.34,NA,NA,NA
"VA",1996,1653,"Virginia",33.34,NA,NA,NA
"VA",1997,1715,"Virginia",33.34,NA,NA,NA
"VA",1998,1924,"Virginia",33.34,NA,NA,NA
"VA",1999,1815,"Virginia",33.34,NA,NA,NA
"VA",2000,1910,"Virginia",50,NA,NA,NA
"VA",2001,1727,"Virginia",50,NA,NA,NA
"VA",2002,1644,"Virginia",50,NA,NA,NA
"VA",2003,1608,"Virginia",50,NA,NA,NA
"VA",2004,1680,"Virginia",50,NA,NA,NA
"VA",2005,1772,"Virginia",50,NA,NA,NA
"VA",2006,1852,"Virginia",50,NA,NA,NA
"VA",2007,2006,"Virginia",50,NA,NA,NA
"VA",2008,2060,"Virginia",50,NA,NA,NA
"VA",2009,1997,"Virginia",50,NA,NA,NA
"VA",2010,1882,"Virginia",50,NA,NA,NA
"VA",2011,1923,"Virginia",50,NA,NA,NA
"VA",2012,1986,"Virginia",50,NA,NA,NA
"VA",2013,2117,"Virginia",50,NA,NA,NA
"VA",2014,2165,"Virginia",50,NA,NA,NA
"VA",2015,2258,"Virginia",50,NA,NA,NA
"VA",2016,2468,"Virginia",50,NA,NA,NA
"VA",2017,2583,"Virginia",50,NA,NA,NA
"VA",2018,3327,"Virginia",50,NA,NA,NA
"VA",2019,3357,"Virginia",50,NA,NA,NA
"VA",2020,2042,"Virginia",50,NA,NA,NA
"VA",2021,3453,"Virginia",50,NA,NA,NA
"VA",2022,3831,"Virginia",50,NA,NA,NA
"WV",1976,0,"West Virginia",33.34,2022,0,-46
"WV",1977,0,"West Virginia",33.34,2022,0,-45
"WV",1978,0,"West Virginia",33.34,2022,0,-44
"WV",1979,0,"West Virginia",33.34,2022,0,-43
"WV",1980,0,"West Virginia",33.34,2022,0,-42
"WV",1981,0,"West Virginia",33.34,2022,0,-41
"WV",1982,0,"West Virginia",33.34,2022,0,-40
"WV",1983,0,"West Virginia",33.34,2022,0,-39
"WV",1984,0,"West Virginia",33.34,2022,0,-38
"WV",1985,0,"West Virginia",33.34,2022,0,-37
"WV",1986,0,"West Virginia",50,2022,0,-36
"WV",1987,15019,"West Virginia",50,2022,0,-35
"WV",1988,128486,"West Virginia",50,2022,0,-34
"WV",1989,135693,"West Virginia",50,2022,0,-33
"WV",1990,162692,"West Virginia",50,2022,0,-32
"WV",1991,173001,"West Virginia",50,2022,0,-31
"WV",1992,180833,"West Virginia",50,2022,0,-30
"WV",1993,170034,"West Virginia",50,2022,0,-29
"WV",1994,152945,"West Virginia",50,2022,0,-28
"WV",1995,176756,"West Virginia",50,2022,0,-27
"WV",1996,158932,"West Virginia",50,2022,0,-26
"WV",1997,184656,"West Virginia",50,2022,0,-25
"WV",1998,185551,"West Virginia",50,2022,0,-24
"WV",1999,153355,"West Virginia",50,2022,0,-23
"WV",2000,154239,"West Virginia",50,2022,0,-22
"WV",2001,167823,"West Virginia",50,2022,0,-21
"WV",2002,177093,"West Virginia",50,2022,0,-20
"WV",2003,193680,"West Virginia",50,2022,0,-19
"WV",2004,204126,"West Virginia",50,2022,0,-18
"WV",2005,307265,"West Virginia",50,2022,0,-17
"WV",2006,336387,"West Virginia",50,2022,0,-16
"WV",2007,328320,"West Virginia",50,2022,0,-15
"WV",2008,347592,"West Virginia",50,2022,0,-14
"WV",2009,376677,"West Virginia",50,2022,0,-13
"WV",2010,546304,"West Virginia",50,2022,0,-12
"WV",2011,585992,"West Virginia",50,2022,0,-11
"WV",2012,626203,"West Virginia",50,2022,0,-10
"WV",2013,608371,"West Virginia",50,2022,0,-9
"WV",2014,681824,"West Virginia",50,2022,0,-8
"WV",2015,668880,"West Virginia",50,2022,0,-7
"WV",2016,414253,"West Virginia",50,2022,0,-6
"WV",2017,321031,"West Virginia",50,2022,0,-5
"WV",2018,411895,"West Virginia",50,2022,0,-4
"WV",2019,462451,"West Virginia",50,2022,0,-3
"WV",2020,267049,"West Virginia",50,2022,0,-2
"WV",2021,274256,"West Virginia",50,2022,0,-1
"WV",2022,768794,"West Virginia",50,2022,1,0
"WI",1976,478,"Wisconsin",50,2006,0,-30
"WI",1977,698,"Wisconsin",50,2006,0,-29
"WI",1978,602,"Wisconsin",50,2006,0,-28
"WI",1979,362,"Wisconsin",50,2006,0,-27
"WI",1980,437,"Wisconsin",50,2006,0,-26
"WI",1981,554,"Wisconsin",50,2006,0,-25
"WI",1982,837,"Wisconsin",50,2006,0,-24
"WI",1983,952,"Wisconsin",50,2006,0,-23
"WI",1984,875,"Wisconsin",50,2006,0,-22
"WI",1985,959,"Wisconsin",50,2006,0,-21
"WI",1986,834,"Wisconsin",50,2006,0,-20
"WI",1987,1071,"Wisconsin",50,2006,0,-19
"WI",1988,915,"Wisconsin",50,2006,0,-18
"WI",1989,898,"Wisconsin",50,2006,0,-17
"WI",1990,868,"Wisconsin",50,2006,0,-16
"WI",1991,1334,"Wisconsin",50,2006,0,-15
"WI",1992,1275,"Wisconsin",50,2006,0,-14
"WI",1993,1349,"Wisconsin",50,2006,0,-13
"WI",1994,1881,"Wisconsin",50,2006,0,-12
"WI",1995,2255,"Wisconsin",50,2006,0,-11
"WI",1996,2627,"Wisconsin",50,2006,0,-10
"WI",1997,2181,"Wisconsin",50,2006,0,-9
"WI",1998,2945,"Wisconsin",50,2006,0,-8
"WI",1999,2456,"Wisconsin",50,2006,0,-7
"WI",2000,4749,"Wisconsin",50,2006,0,-6
"WI",2001,1340,"Wisconsin",50,2006,0,-5
"WI",2002,3460,"Wisconsin",50,2006,0,-4
"WI",2003,3295,"Wisconsin",50,2006,0,-3
"WI",2004,4610,"Wisconsin",50,2006,0,-2
"WI",2005,3476,"Wisconsin",50,2006,0,-1
"WI",2006,3739,"Wisconsin",60,2006,1,0
"WI",2007,4960,"Wisconsin",80,2006,1,1
"WI",2008,5290,"Wisconsin",100,2006,1,2
"WI",2009,5669,"Wisconsin",100,2006,1,3
"WI",2010,5004,"Wisconsin",100,2006,1,4
"WI",2011,5631,"Wisconsin",100,2006,1,5
"WI",2012,5013,"Wisconsin",100,2006,1,6
"WI",2013,6201,"Wisconsin",100,2006,1,7
"WI",2014,8984,"Wisconsin",100,2006,1,8
"WI",2015,9263,"Wisconsin",100,2006,1,9
"WI",2016,10562,"Wisconsin",100,2006,1,10
"WI",2017,10151,"Wisconsin",100,2006,1,11
"WI",2018,10667,"Wisconsin",100,2006,1,12
"WI",2019,267,"Wisconsin",100,2006,1,13
"WI",2020,1890,"Wisconsin",100,2006,1,14
"WI",2021,3991,"Wisconsin",100,2006,1,15
"WI",2022,1793,"Wisconsin",100,2006,1,16
