"","year","State_Acronym","SVRNCTAX","state","sales","year_effective","post_eff","rel_year","population","Sev_cap","Sev_log","switch","state_rank","early_switch"
"1316",1985,"ID",682,"Idaho",33.34,2022,0,-37,994.051,0.686081498836579,6.52502965784346,1,1316,0
"1317",1985,"NH",104,"New Hampshire",33.34,2022,0,-37,996.753,0.104338788044781,4.64439089914137,1,1317,0
"1318",1986,"ID",522,"Idaho",33.34,2022,0,-36,990.224,0.527153452148201,6.25766758788264,1,1318,0
"1319",1986,"NH",485,"New Hampshire",33.34,2022,0,-36,1025.053,0.473146266583289,6.18414889093748,1,1319,0
"1320",1987,"ID",426,"Idaho",33.34,2022,0,-35,984.997,0.432488626868914,6.05443934626937,1,1320,0
"1321",1987,"NH",85,"New Hampshire",33.34,2022,0,-35,1054.289,0.0806230549687989,4.44265125649032,1,1321,0
"1322",1987,"WV",15019,"West Virginia",50,2022,0,-35,1857.585,8.0852289397255,9.61707134520558,1,1322,0
"1323",1988,"ID",675,"Idaho",33.34,2022,0,-34,985.664,0.684817544315304,6.51471269087253,1,1323,0
"1324",1988,"WV",128486,"West Virginia",50,2022,0,-34,1830.215,70.2026811057717,11.7635752279657,1,1324,0
"1325",1989,"ID",381,"Idaho",33.34,2022,0,-33,994.416,0.383139450692668,5.9427993751267,1,1325,0
"1326",1989,"NH",147,"New Hampshire",33.34,2022,0,-33,1104.522,0.133089245845714,4.99043258677874,1,1326,0
"1327",1989,"WV",135693,"West Virginia",50,2022,0,-33,1806.568,75.1109285673166,11.8181502601151,1,1327,0
"1328",1990,"ID",484,"Idaho",33.34,2022,0,-32,1011.882,0.478316641663751,6.18208490671663,1,1328,0
"1329",1990,"NH",159,"New Hampshire",33.34,2022,0,-32,1111.831,0.143007345540824,5.06890420222023,1,1329,0
"1330",1990,"WV",162692,"West Virginia",50,2022,0,-32,1792.481,90.7635841049361,11.9996141217462,1,1330,0
"1331",1991,"ID",652,"Idaho",33.34,2022,0,-31,1038.915,0.627577809541685,6.48004456192665,1,1331,0
"1332",1991,"NH",127,"New Hampshire",33.34,2022,0,-31,1107.055,0.114718780909711,4.84418708645859,1,1332,0
"1333",1991,"WV",173001,"West Virginia",50,2022,0,-31,1798.212,96.2072325176342,12.06105265381,1,1333,0
"1334",1992,"ID",792,"Idaho",33.34,2022,0,-30,1066.49,0.742622996933867,6.67456139181443,1,1334,0
"1335",1992,"NH",40,"New Hampshire",50,2022,0,-30,1112.766,0.0359464613404795,3.68887945411394,1,1335,0
"1336",1992,"WV",180833,"West Virginia",50,2022,0,-30,1805.462,100.158851307865,12.105329232409,1,1336,0
"1337",1993,"ID",2104,"Idaho",33.34,2022,0,-29,1101.204,1.91063599478389,7.6515955738576,1,1337,0
"1338",1993,"NH",26,"New Hampshire",50,2022,0,-29,1122.191,0.0231689614334815,3.25809653802148,1,1338,0
"1339",1993,"WV",170034,"West Virginia",50,2022,0,-29,1816.179,93.6218291258736,12.0437536960351,1,1339,0
"1340",1994,"ID",2560,"Idaho",33.34,2022,0,-28,1135.459,2.25459483785852,7.84776253747361,1,1340,0
"1341",1994,"WV",152945,"West Virginia",50,2022,0,-28,1818.49,84.1054941187469,11.937833658623,1,1341,0
"1342",1995,"ID",2538,"Idaho",50,2022,0,-27,1165,2.17854077253219,7.83913164827433,1,1342,0
"1343",1995,"NH",1,"New Hampshire",50,2022,0,-27,1145.604,0.000872901980090852,0,1,1343,0
"1344",1995,"WV",176756,"West Virginia",50,2022,0,-27,1820.56,97.0888078393461,12.0825255294344,1,1344,0
"1345",1996,"ID",2978,"Idaho",50,2022,0,-26,1187.706,2.5073545136591,7.99900721324395,1,1345,0
"1346",1996,"WV",158932,"West Virginia",50,2022,0,-26,1818.983,87.3740986034504,11.9762317167682,1,1346,0
"1347",1997,"ID",3021,"Idaho",50,2022,0,-25,1210.638,2.49537846986465,8.01334318138667,1,1347,0
"1348",1997,"WV",184656,"West Virginia",50,2022,0,-25,1815.588,101.705893627849,12.1262499136602,1,1348,0
"1349",1998,"ID",3391,"Idaho",50,2022,0,-24,1230.923,2.75484331676311,8.12888014212564,1,1349,0
"1350",1998,"WV",185551,"West Virginia",50,2022,0,-24,1811.688,102.418849161666,12.1310850558571,1,1350,0
"1351",1999,"ID",4545,"Idaho",50,2022,0,-23,1251.7,3.63106175601182,8.42178300661158,1,1351,0
"1352",1999,"WV",153355,"West Virginia",50,2022,0,-23,1806.928,84.8705648481843,11.9405107741625,1,1352,0
"1353",2000,"ID",3369,"Idaho",50,2022,0,-22,1299.43,2.59267524991727,8.12237124340655,1,1353,0
"1354",2000,"WV",154239,"West Virginia",50,2022,0,-22,1807.021,85.3553998542352,11.9462586264209,1,1354,0
"1355",2001,"ID",2556,"Idaho",50,2022,0,-21,1319.962,1.93641938177008,7.84619881549743,1,1355,0
"1356",2001,"WV",167823,"West Virginia",50,2022,0,-21,1801.481,93.1583513786712,12.0306651315603,1,1356,0
"1357",2002,"ID",3650,"Idaho",50,2022,0,-20,1340.372,2.72312462510408,8.20248244657654,1,1357,0
"1358",2002,"WV",177093,"West Virginia",50,2022,0,-20,1805.414,98.0899671765036,12.0844302972981,1,1358,0
"1359",2003,"ID",2450,"Idaho",50,2022,0,-19,1363.38,1.79700450351333,7.80384330353877,1,1359,0
"1360",2003,"WV",193680,"West Virginia",50,2022,0,-19,1812.295,106.870018402081,12.1739625916119,1,1360,0
"1361",2004,"ID",2568,"Idaho",50,2022,0,-18,1391.802,1.84509003435834,7.85088266480985,1,1361,0
"1362",2004,"WV",204126,"West Virginia",50,2022,0,-18,1816.438,112.377080858251,12.2264927292197,1,1362,0
"1363",2005,"ID",2488,"Idaho",50,2022,0,-17,1428.241,1.74200292527662,7.81923445385907,1,1363,0
"1364",2005,"WV",307265,"West Virginia",50,2022,0,-17,1820.492,168.781296484687,12.6354658464156,1,1364,0
"1365",2006,"ID",2897,"Idaho",50,2022,0,-16,1468.669,1.97253431508393,7.97143099776935,1,1365,0
"1366",2006,"WV",336387,"West Virginia",50,2022,0,-16,1827.912,184.028005724564,12.7260175618633,1,1366,0
"1367",2007,"ID",6649,"Idaho",50,2022,0,-15,1505.105,4.41763199245235,8.80222174640246,1,1367,0
"1368",2007,"WV",328320,"West Virginia",50,2022,0,-15,1834.052,179.013463086107,12.7017440215245,1,1368,0
"1369",2008,"ID",6758,"Idaho",50,2022,0,-14,1534.32,4.40455706762605,8.81848226727424,1,1369,0
"1370",2008,"WV",347592,"West Virginia",50,2022,0,-14,1840.31,188.876874004923,12.7587846571488,1,1370,0
"1371",2009,"ID",4952,"Idaho",50,2022,0,-13,1554.439,3.18571523231211,8.50754681436443,1,1371,0
"1372",2009,"WV",376677,"West Virginia",50,2022,0,-13,1847.775,203.854365385396,12.8391433352724,1,1372,0
"1373",2010,"ID",6730,"Idaho",50,2022,0,-12,1570.819,4.28438922625713,8.81433042263877,1,1373,0
"1374",2010,"WV",546304,"West Virginia",50,2022,0,-12,1854.265,294.620240364781,13.2109308763413,1,1374,0
"1375",2011,"ID",7787,"Idaho",50,2022,0,-11,1584.272,4.91519133078158,8.96021095557699,1,1375,0
"1376",2011,"WV",585992,"West Virginia",50,2022,0,-11,1856.606,315.625393863857,13.2810614165888,1,1376,0
"1377",2012,"ID",8309,"Idaho",50,2022,0,-10,1595.91,5.20643394677645,9.02509454366498,1,1377,0
"1378",2012,"WV",626203,"West Virginia",50,2022,0,-10,1857.446,337.131200584028,13.3474298786646,1,1378,0
"1379",2013,"ID",6224,"Idaho",50,2022,0,-9,1612.053,3.86091524286112,8.73616806585823,1,1379,0
"1380",2013,"WV",608371,"West Virginia",50,2022,0,-9,1854.768,328.003825815412,13.318540172222,1,1380,0
"1381",2014,"ID",6004,"Idaho",50,2022,0,-8,1632.248,3.6783626017615,8.70018119275335,1,1381,0
"1382",2014,"NH",NA,"New Hampshire",50,2022,0,-8,1334.257,0,0,1,1382,0
"1383",2014,"WV",681824,"West Virginia",50,2022,0,-8,1850.569,368.440193259479,13.4325268390051,1,1383,0
"1384",2015,"ID",6143,"Idaho",50,2022,0,-7,1652.495,3.71740912983095,8.72306850116393,1,1384,0
"1385",2015,"NH",NA,"New Hampshire",50,2022,0,-7,1337.48,0,0,1,1385,0
"1386",2015,"WV",668880,"West Virginia",50,2022,0,-7,1843.332,362.8646386001,13.4133599508239,1,1386,0
"1387",2016,"ID",5303,"Idaho",50,2022,0,-6,1684.036,3.14898256331812,8.57602797713713,1,1387,0
"1388",2016,"NH",NA,"New Hampshire",50,2022,0,-6,1343.694,0,0,1,1388,0
"1389",2016,"WV",414253,"West Virginia",50,2022,0,-6,1832.435,226.066954625949,12.9342321772662,1,1389,0
"1390",2017,"ID",5261,"Idaho",50,2022,0,-5,1719.745,3.05917447063373,8.56807640173081,1,1390,0
"1391",2017,"NH",NA,"New Hampshire",50,2022,0,-5,1350.395,0,0,1,1391,0
"1392",2017,"WV",321031,"West Virginia",50,2022,0,-5,1818.683,176.518392705051,12.679292970658,1,1392,0
"1393",2018,"ID",5463,"Idaho",50,2022,0,-4,1752.074,3.11801898778248,8.60575336839572,1,1393,0
"1394",2018,"NH",NA,"New Hampshire",50,2022,0,-4,1355.064,0,0,1,1394,0
"1395",2018,"WV",411895,"West Virginia",50,2022,0,-4,1805.953,228.076256691066,12.9285237414818,1,1395,0
"1396",2019,"ID",5633,"Idaho",50,2022,0,-3,1789.06,3.14858081897756,8.63639743889471,1,1396,0
"1397",2019,"NH",NA,"New Hampshire",50,2022,0,-3,1360.783,0,0,1,1397,0
"1398",2019,"WV",462451,"West Virginia",50,2022,0,-3,1795.263,257.595126730735,13.044295884376,1,1398,0
"1399",2020,"ID",5781,"Idaho",50,2022,0,-2,1849.339,3.12598176970258,8.66233195708248,1,1399,0
"1400",2020,"NH",NA,"New Hampshire",50,2022,0,-2,1378.702,0,0,1,1400,0
"1401",2020,"WV",267049,"West Virginia",50,2022,0,-2,1791.562,149.059312488209,12.4951874411438,1,1401,0
"1402",2021,"ID",5870,"Idaho",50,2022,0,-1,1904.537,3.08211392060117,8.67760991282214,1,1402,0
"1403",2021,"NH",NA,"New Hampshire",50,2022,0,-1,1387.494,0,0,1,1403,0
"1404",2021,"WV",274256,"West Virginia",50,2022,0,-1,1785.249,153.623388110006,12.5218172557468,1,1404,0
"1405",2022,"ID",5828,"Idaho",100,2022,1,0,1938.996,3.00567922780656,8.6704291673151,1,1405,0
"1406",2022,"NH",NA,"New Hampshire",100,2022,1,0,1399.003,0,0,1,1406,0
"1407",2022,"WV",768794,"West Virginia",50,2022,1,0,1774.035,433.358981079855,13.5525783322373,1,1407,0
"1408",1976,"VT",NA,"Vermont",33.34,2023,0,-47,484.928,0,0,0,1408,0
"1409",1977,"VT",NA,"Vermont",33.34,2023,0,-46,491.931,0,0,0,1409,0
"1410",1978,"VT",NA,"Vermont",33.34,2023,0,-45,498.109,0,0,0,1410,0
"1411",1979,"VT",NA,"Vermont",33.34,2023,0,-44,505.372,0,0,0,1411,0
"1412",1980,"VT",NA,"Vermont",33.34,2023,0,-43,512.524,0,0,0,1412,0
"1413",1981,"VT",NA,"Vermont",33.34,2023,0,-42,515.594,0,0,0,1413,0
"1414",1982,"VT",NA,"Vermont",33.34,2023,0,-41,519.109,0,0,0,1414,0
"1415",1983,"VT",NA,"Vermont",33.34,2023,0,-40,523.302,0,0,0,1415,0
"1416",1984,"VT",NA,"Vermont",33.34,2023,0,-39,526.66,0,0,0,1416,0
"1417",1985,"VT",NA,"Vermont",33.34,2023,0,-38,530.035,0,0,0,1417,0
"1418",1986,"VT",NA,"Vermont",33.34,2023,0,-37,534.066,0,0,0,1418,0
"1419",1987,"VT",NA,"Vermont",33.34,2023,0,-36,540.267,0,0,0,1419,0
"1420",1988,"VT",NA,"Vermont",33.34,2023,0,-35,549.763,0,0,0,1420,0
"1421",1989,"VT",NA,"Vermont",33.34,2023,0,-34,557.707,0,0,0,1421,0
"1422",1990,"VT",NA,"Vermont",33.34,2023,0,-33,564.526,0,0,0,1422,0
"1423",1991,"VT",NA,"Vermont",33.34,2023,0,-32,567.141,0,0,0,1423,0
"1424",1992,"VT",NA,"Vermont",33.34,2023,0,-31,570.115,0,0,0,1424,0
"1425",1993,"VT",NA,"Vermont",33.34,2023,0,-30,574.004,0,0,0,1425,0
"1426",1994,"VT",NA,"Vermont",33.34,2023,0,-29,578.9,0,0,0,1426,0
"1427",1995,"VT",NA,"Vermont",33.34,2023,0,-28,582.827,0,0,0,1427,0
"1428",1996,"VT",NA,"Vermont",33.34,2023,0,-27,586.352,0,0,0,1428,0
"1429",1997,"VT",NA,"Vermont",33.34,2023,0,-26,588.665,0,0,0,1429,0
"1430",1998,"VT",NA,"Vermont",33.34,2023,0,-25,590.579,0,0,0,1430,0
"1431",1999,"VT",NA,"Vermont",33.34,2023,0,-24,593.74,0,0,0,1431,0
"1432",2000,"VT",NA,"Vermont",33.34,2023,0,-23,609.618,0,0,0,1432,0
"1433",2001,"VT",NA,"Vermont",33.34,2023,0,-22,612.223,0,0,0,1433,0
"1434",2002,"VT",NA,"Vermont",33.34,2023,0,-21,615.442,0,0,0,1434,0
"1435",2003,"VT",NA,"Vermont",33.34,2023,0,-20,617.858,0,0,0,1435,0
"1436",2004,"VT",NA,"Vermont",33.34,2023,0,-19,619.92,0,0,0,1436,0
"1437",2005,"VT",NA,"Vermont",33.34,2023,0,-18,621.215,0,0,0,1437,0
"1438",2006,"VT",NA,"Vermont",50,2023,0,-17,622.892,0,0,0,1438,0
"1439",2007,"VT",NA,"Vermont",50,2023,0,-16,623.481,0,0,0,1439,0
"1440",2008,"VT",NA,"Vermont",50,2023,0,-15,624.151,0,0,0,1440,0
"1441",2009,"VT",NA,"Vermont",50,2023,0,-14,624.817,0,0,0,1441,0
"1442",2010,"VT",NA,"Vermont",50,2023,0,-13,625.886,0,0,0,1442,0
"1443",2011,"VT",NA,"Vermont",50,2023,0,-12,627.197,0,0,0,1443,0
"1444",2012,"VT",NA,"Vermont",50,2023,0,-11,626.361,0,0,0,1444,0
"1445",2013,"VT",NA,"Vermont",50,2023,0,-10,626.603,0,0,0,1445,0
"1446",2014,"VT",NA,"Vermont",50,2023,0,-9,625.693,0,0,0,1446,0
"1447",2015,"VT",NA,"Vermont",50,2023,0,-8,625.81,0,0,0,1447,0
"1448",2016,"VT",NA,"Vermont",50,2023,0,-7,624.366,0,0,0,1448,0
"1449",2017,"VT",NA,"Vermont",50,2023,0,-6,625.132,0,0,0,1449,0
"1450",2018,"VT",NA,"Vermont",50,2023,0,-5,624.802,0,0,0,1450,0
"1451",2019,"VT",NA,"Vermont",50,2023,0,-4,624.046,0,0,0,1451,0
"1452",2020,"VT",NA,"Vermont",50,2023,0,-3,642.936,0,0,0,1452,0
"1453",2021,"VT",NA,"Vermont",50,2023,0,-2,647.093,0,0,0,1453,0
"1454",2022,"VT",NA,"Vermont",50,2023,0,-1,647.11,0,0,0,1454,0
"1455",1976,"TN",1818,"Tennessee",33.34,2024,0,-48,4346.928,0.418226388842879,7.50549227473742,0,1455,0
"1456",1977,"TN",2052,"Tennessee",33.34,2024,0,-47,4422.921,0.463946789915533,7.62657020629066,0,1456,0
"1457",1978,"TN",2128,"Tennessee",33.34,2024,0,-46,4486.314,0.474331489057609,7.66293785046154,0,1457,0
"1458",1979,"TN",2155,"Tennessee",33.34,2024,0,-45,4560.473,0.47253870377042,7.67554600253785,0,1458,0
"1459",1980,"TN",2204,"Tennessee",33.34,2024,0,-44,4600.252,0.479104188205342,7.6980291702728,0,1459,0
"1460",1981,"TN",2552,"Tennessee",33.34,2024,0,-43,4627.658,0.551466854292171,7.84463264446468,0,1460,0
"1461",1982,"TN",2512,"Tennessee",33.34,2024,0,-42,4646.041,0.540675383622314,7.82883452758809,0,1461,0
"1462",1983,"TN",3419,"Tennessee",33.34,2024,0,-41,4659.749,0.73373050780203,8.1371033896393,0,1462,0
"1463",1984,"TN",3335,"Tennessee",33.34,2024,0,-40,4686.737,0.711582493321046,8.11222795834972,0,1463,0
"1464",1985,"TN",2819,"Tennessee",33.34,2024,0,-39,4715.296,0.597841577707953,7.94413749111411,0,1464,0
"1465",1986,"TN",2321,"Tennessee",33.34,2024,0,-38,4738.708,0.489795952820895,7.74975340627444,0,1465,0
"1466",1987,"TN",1581,"Tennessee",33.34,2024,0,-37,4782.927,0.330550727619301,7.36581283720947,0,1466,0
"1467",1988,"TN",1820,"Tennessee",33.34,2024,0,-36,4822.437,0.37740254564238,7.50659178007084,0,1467,0
"1468",1989,"TN",1588,"Tennessee",33.34,2024,0,-35,4854.444,0.327122941370835,7.37023064180708,0,1468,0
"1469",1990,"TN",1537,"Tennessee",33.34,2024,0,-34,4890.626,0.314274696122746,7.3375877435386,0,1469,0
"1470",1991,"TN",1447,"Tennessee",33.34,2024,0,-33,4946.886,0.292507245972517,7.27724772663148,0,1470,0
"1471",1992,"TN",1199,"Tennessee",33.34,2024,0,-32,5013.999,0.239130482475166,7.08924315502751,0,1471,0
"1472",1993,"TN",1015,"Tennessee",33.34,2024,0,-31,5085.666,0.199580546579347,6.92264389147589,0,1472,0
"1473",1994,"TN",951,"Tennessee",33.34,2024,0,-30,5163.016,0.18419466451392,6.85751406254539,0,1473,0
"1474",1995,"TN",903,"Tennessee",33.34,2024,0,-29,5241.168,0.17228984073779,6.80572255341699,0,1474,0
"1475",1996,"TN",989,"Tennessee",33.34,2024,0,-28,5313.576,0.186127007499281,6.89669433162271,0,1475,0
"1476",1997,"TN",1124,"Tennessee",50,2024,0,-27,5378.433,0.208982802239983,7.02464903045364,0,1476,0
"1477",1998,"TN",861,"Tennessee",50,2024,0,-26,5432.679,0.158485343971179,6.75809450442773,0,1477,0
"1478",1999,"TN",802,"Tennessee",50,2024,0,-25,5483.535,0.146256019155526,6.68710860786651,0,1478,0
"1479",2000,"TN",957,"Tennessee",50,2024,0,-24,5703.719,0.167785264316142,6.86380339145295,0,1479,0
"1480",2001,"TN",1131,"Tennessee",50,2024,0,-23,5750.789,0.196668665812639,7.03085747611612,0,1480,0
"1481",2002,"TN",1120,"Tennessee",50,2024,0,-22,5795.918,0.193239448867289,7.02108396428914,0,1481,0
"1482",2003,"TN",1095,"Tennessee",50,2024,0,-21,5847.812,0.18724952170145,6.9985096422506,0,1482,0
"1483",2004,"TN",1061,"Tennessee",50,2024,0,-20,5910.809,0.17950165535716,6.96696713861398,0,1483,0
"1484",2005,"TN",1438,"Tennessee",50,2024,0,-19,5991.057,0.240024423069251,7.27100853828099,0,1484,0
"1485",2006,"TN",1796,"Tennessee",50,2024,0,-18,6088.766,0.294969456865316,7.49331724886215,0,1485,0
"1486",2007,"TN",1604,"Tennessee",50,2024,0,-17,6175.727,0.259726506693058,7.38025578842646,0,1486,0
"1487",2008,"TN",2357,"Tennessee",50,2024,0,-16,6247.411,0.37727628292744,7.76514490293613,0,1487,0
"1488",2009,"TN",2413,"Tennessee",50,2024,0,-15,6306.019,0.382650290143433,7.78862606562503,0,1488,0
"1489",2010,"TN",2251,"Tennessee",50,2024,0,-14,6355.518,0.35418041456259,7.71912984090673,0,1489,0
"1490",2011,"TN",2355,"Tennessee",50,2024,0,-13,6400.298,0.367951617252822,7.76429600645052,0,1490,0
"1491",2012,"TN",2450,"Tennessee",50,2024,0,-12,6455.752,0.379506523794594,7.80384330353877,0,1491,0
"1492",2013,"TN",2502,"Tennessee",50,2024,0,-11,6496.943,0.385104194388038,7.82484569102686,0,1492,0
"1493",2014,"TN",2487,"Tennessee",50,2024,0,-10,6544.617,0.380006958390384,7.8188324438034,0,1493,0
"1494",2015,"TN",2195,"Tennessee",50,2024,0,-9,6595.354,0.332810035670564,7.69393732550927,0,1494,0
"1495",2016,"TN",1444,"Tennessee",50,2024,0,-8,6651.277,0.217101167189398,7.27517231945277,0,1495,0
"1496",2017,"TN",1261,"Tennessee",60,2024,0,-7,6714.748,0.187795580712783,7.13966033596492,0,1496,0
"1497",2018,"TN",1025,"Tennessee",60,2024,0,-6,6778.18,0.15122053412568,6.93244789157251,0,1497,0
"1498",2019,"TN",1024,"Tennessee",60,2024,0,-5,6830.325,0.149919659752647,6.93147180559945,0,1498,0
"1499",2020,"TN",828,"Tennessee",60,2024,0,-4,6926.091,0.11954795280628,6.71901315438526,0,1499,0
"1500",2021,"TN",381,"Tennessee",60,2024,0,-3,6963.709,0.0547122230409111,5.9427993751267,0,1500,0
"1501",2022,"TN",826,"Tennessee",60,2024,0,-2,7048.976,0.117180140775057,6.71659477352098,0,1501,0
"1502",1976,"MA",NA,"Massachusetts",50,2025,0,-49,5743.672,0,0,0,1502,0
"1503",1976,"MT",31344,"Montana",33.34,2025,0,-49,757.317,41.388216559248,10.3527781401843,0,1503,0
"1504",1977,"MA",NA,"Massachusetts",50,2025,0,-48,5738.199,0,0,0,1504,0
"1505",1977,"MT",43543,"Montana",33.34,2025,0,-48,769.953,56.5528025736636,10.6815042345738,0,1505,0
"1506",1978,"MA",NA,"Massachusetts",50,2025,0,-47,5736.469,0,0,0,1506,0
"1507",1978,"MT",44667,"Montana",33.34,2025,0,-47,782.317,57.095780866324,10.7069902529237,0,1507,0
"1508",1979,"MA",NA,"Massachusetts",50,2025,0,-46,5738.404,0,0,0,1508,0
"1509",1979,"MT",53919,"Montana",33.34,2025,0,-46,787.305,68.4855297502239,10.8952381994201,0,1509,0
"1510",1980,"MA",NA,"Massachusetts",50,2025,0,-45,5746.075,0,0,0,1510,0
"1511",1980,"MT",94636,"Montana",33.34,2025,0,-45,788.752,119.981946163053,11.4577932323322,0,1511,0
"1512",1981,"MA",NA,"Massachusetts",50,2025,0,-44,5768.685,0,0,0,1512,0
"1513",1981,"MT",99248,"Montana",33.34,2025,0,-44,795.328,124.788766395751,11.5053770472129,0,1513,0
"1514",1982,"MA",NA,"Massachusetts",50,2025,0,-43,5771.222,0,0,0,1514,0
"1515",1982,"MT",149361,"Montana",33.34,2025,0,-43,803.986,185.775622958609,11.9141214734262,0,1515,0
"1516",1983,"MA",NA,"Massachusetts",50,2025,0,-42,5799.407,0,0,0,1516,0
"1517",1983,"MT",137599,"Montana",33.34,2025,0,-42,814.031,169.034103123837,11.8320989370131,0,1517,0
"1518",1984,"MA",NA,"Massachusetts",50,2025,0,-41,5840.773,0,0,0,1518,0
"1519",1984,"MT",144761,"Montana",33.34,2025,0,-41,820.905,176.343182219623,11.8828393856394,0,1519,0
"1520",1985,"MA",NA,"Massachusetts",50,2025,0,-40,5880.733,0,0,0,1520,0
"1521",1985,"MT",150673,"Montana",33.34,2025,0,-40,822.32,183.229156532737,11.922867204661,0,1521,0
"1522",1986,"MA",NA,"Massachusetts",50,2025,0,-39,5902.678,0,0,0,1522,0
"1523",1986,"MT",129934,"Montana",33.34,2025,0,-39,813.739,159.67527671649,11.7747819082107,0,1523,0
"1524",1987,"MA",NA,"Massachusetts",50,2025,0,-38,5935.204,0,0,0,1524,0
"1525",1987,"MT",101453,"Montana",33.34,2025,0,-38,805.063,126.018709094816,11.5273509160341,0,1525,0
"1526",1988,"MA",NA,"Massachusetts",50,2025,0,-37,5979.982,0,0,0,1526,0
"1527",1988,"MT",112779,"Montana",33.34,2025,0,-37,800.202,140.938163113814,11.6331854305015,0,1527,0
"1528",1989,"MA",NA,"Massachusetts",50,2025,0,-36,6015.478,0,0,0,1528,0
"1529",1989,"MT",85457,"Montana",33.34,2025,0,-36,799.636,106.869875793486,11.3557686044396,0,1529,0
"1530",1990,"MA",NA,"Massachusetts",50,2025,0,-35,6018.664,0,0,0,1530,0
"1531",1990,"MT",95740,"Montana",33.34,2025,0,-35,799.824,119.701334293545,11.4693914629465,0,1531,0
"1532",1991,"MA",NA,"Massachusetts",50,2025,0,-34,5998.652,0,0,0,1532,0
"1533",1991,"MT",82913,"Montana",33.34,2025,0,-34,807.837,102.635804005016,11.3255471442694,0,1533,0
"1534",1992,"MA",NA,"Massachusetts",50,2025,0,-33,5993.474,0,0,0,1534,0
"1535",1992,"MT",123795,"Montana",33.34,2025,0,-33,822.436,150.522350675311,11.7263822506949,0,1535,0
"1536",1993,"MA",NA,"Massachusetts",50,2025,0,-32,6010.884,0,0,0,1536,0
"1537",1993,"MT",97141,"Montana",33.34,2025,0,-32,839.876,115.661121403636,11.4839188102672,0,1537,0
"1538",1994,"MA",NA,"Massachusetts",50,2025,0,-31,6031.352,0,0,0,1538,0
"1539",1994,"MT",90893,"Montana",33.34,2025,0,-31,854.923,106.317177102499,11.4174382694996,0,1539,0
"1540",1995,"MA",NA,"Massachusetts",50,2025,0,-30,6062.335,0,0,0,1540,0
"1541",1995,"MT",83241,"Montana",33.34,2025,0,-30,868.522,95.8421318055271,11.3294952938905,0,1541,0
"1542",1996,"MA",NA,"Massachusetts",50,2025,0,-29,6085.393,0,0,0,1542,0
"1543",1996,"MT",88303,"Montana",33.34,2025,0,-29,876.656,100.72708108996,11.3885293610998,0,1543,0
"1544",1997,"MA",NA,"Massachusetts",50,2025,0,-28,6115.476,0,0,0,1544,0
"1545",1997,"MT",93907,"Montana",33.34,2025,0,-28,878.706,106.869646958141,11.4500602098087,0,1545,0
"1546",1998,"MA",NA,"Massachusetts",50,2025,0,-27,6144.407,0,0,0,1546,0
"1547",1998,"MT",76112,"Montana",33.34,2025,0,-27,879.533,86.5368326145807,11.2399612186721,0,1547,0
"1548",1999,"MA",NA,"Massachusetts",50,2025,0,-26,6175.169,0,0,0,1548,0
"1549",1999,"MT",74190,"Montana",33.34,2025,0,-26,882.779,84.0414192000489,11.2143846491836,0,1549,0
"1550",2000,"MA",NA,"Massachusetts",50,2025,0,-25,6361.104,0,0,0,1550,0
"1551",2000,"MT",85226,"Montana",33.34,2025,0,-25,903.773,94.3002280439889,11.3530618305835,0,1551,0
"1552",2001,"MA",NA,"Massachusetts",50,2025,0,-24,6397.634,0,0,0,1552,0
"1553",2001,"MT",131900,"Montana",33.34,2025,0,-24,906.961,145.430729656512,11.7897993387054,0,1553,0
"1554",2002,"MA",NA,"Massachusetts",50,2025,0,-23,6417.206,0,0,0,1554,0
"1555",2002,"MT",88882,"Montana",33.34,2025,0,-23,911.667,97.4939314464602,11.3950649263106,0,1555,0
"1556",2003,"MA",NA,"Massachusetts",50,2025,0,-22,6422.565,0,0,0,1556,0
"1557",2003,"MT",111095,"Montana",33.34,2025,0,-22,919.63,120.804019007644,11.6181409701145,0,1557,0
"1558",2004,"MA",NA,"Massachusetts",50,2025,0,-21,6412.281,0,0,0,1558,0
"1559",2004,"MT",83503,"Montana",33.34,2025,0,-21,930.009,89.7873031336256,11.3326378383373,0,1559,0
"1560",2005,"MA",NA,"Massachusetts",50,2025,0,-20,6403.29,0,0,0,1560,0
"1561",2005,"MT",181201,"Montana",33.34,2025,0,-20,940.102,192.746106273575,12.1073621913396,0,1561,0
"1562",2006,"MA",NA,"Massachusetts",50,2025,0,-19,6410.084,0,0,0,1562,0
"1563",2006,"MT",247385,"Montana",33.34,2025,0,-19,952.692,259.669441960256,12.4187011065446,0,1563,0
"1564",2007,"MA",NA,"Massachusetts",50,2025,0,-18,6431.559,0,0,0,1564,0
"1565",2007,"MT",264740,"Montana",33.34,2025,0,-18,964.706,274.425576289564,12.4865034912678,0,1565,0
"1566",2008,"MA",NA,"Massachusetts",50,2025,0,-17,6468.967,0,0,0,1566,0
"1567",2008,"MT",347221,"Montana",33.34,2025,0,-17,976.415,355.608015034591,12.7577167438102,0,1567,0
"1568",2009,"MA",NA,"Massachusetts",50,2025,0,-16,6517.613,0,0,0,1568,0
"1569",2009,"MT",349714,"Montana",33.34,2025,0,-16,983.982,355.40690784994,12.7648709565652,0,1569,0
"1570",2010,"MA",NA,"Massachusetts",50,2025,0,-15,6566.44,0,0,0,1570,0
