"X","State_Acronym","year","BUSLICTAX","CORPINCTX","CORPLICTAX","PROPTAX","SLGRTAX","SVRNCTAX","TLINCTAX","TLSLTAX","TOTLTAX","INCTAX","SALESTAX","state","Region","Number","sales","industry_dum","election_dum","phase_in_dum","rates","log_CIT","log_sales","log_rate","year_effective","group","Post","treatment","rel_year","log_totrev","State_Name","CPI_def","real_totRev","logRealTotRev"
326,"CT",2019,77540,2065833,31621,NA,7787888,NA,10511616,3198853,19131944,8445783,NA,7,"New England",1,100,NA,NA,NA,7.5,14.541044092868,4.60517018598809,2.01490302054226,2016,"e",1,0,3,16.7668699567448,"Connecticut",255.657,7483442.26835174,15.8282034403965
327,"CT",2020,56326,2062263,32538,NA,7468451,NA,10239719,2886836,18400534,8177456,NA,7,"New England",1,100,NA,NA,NA,7.5,14.5393144814975,4.60517018598809,2.01490302054226,2016,"e",1,0,4,16.7278902438972,"Connecticut",258.811,7109641.39854952,15.7769623642978
328,"CT",2021,59187,2607064,33456,NA,8148270,NA,12866247,2895587,22066648,10259183,NA,7,"New England",1,100,NA,NA,NA,7.5,14.7737352419047,4.60517018598809,2.01490302054226,2016,"e",1,0,5,16.9095778863173,"Connecticut",270.97,8143576.04162822,15.9127399586605
329,"CT",2022,33872,3487484,36591,NA,8198701,NA,13348748,3005288,22477477,9861264,NA,7,"New England",1,100,NA,NA,NA,7.5,15.0646911172876,4.60517018598809,2.01490302054226,2016,"e",1,0,6,16.9280243435951,"Connecticut",292.655,7680537.49295245,15.8542000887365
330,"DE",1976,23571,22861,67887,NA,68191,NA,164348,68191,358581,141487,NA,8,"Mideast",2,33.34,NA,NA,NA,7.2,10.037187680924,3.50675787732265,1.97408102602201,2017,"t",0,0,-41,12.7899098549235,"Delaware",56.9,630195.079086116,13.3537846997793
331,"DE",1977,27153,29036,57949,NA,68974,NA,197036,68974,390882,168000,NA,8,"Mideast",2,33.34,NA,NA,NA,7.2,10.2762917184047,3.50675787732265,1.97408102602201,2017,"t",0,0,-40,12.8761610031383,"Delaware",60.6,645019.801980198,13.3770362960511
332,"DE",1978,37612,41900,60509,NA,78187,NA,231985,78187,449774,190085,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,10.6430411059102,3.50675787732265,2.16332302566054,2017,"t",0,0,-39,13.0165005133685,"Delaware",65.2,689837.423312883,13.4442112304239
333,"DE",1979,43552,50091,63046,NA,73931,NA,265938,73931,491906,215847,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,10.8215966302171,3.50675787732265,2.16332302566054,2017,"t",0,0,-38,13.1060429203102,"Delaware",72.6,677556.473829201,13.4262481844675
334,"DE",1980,49667,40553,66738,NA,74169,NA,276316,74169,515715,235763,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,10.6103650395443,3.50675787732265,2.16332302566054,2017,"t",0,0,-37,13.1533095662943,"Delaware",82.4,625867.718446602,13.346894315367
335,"DE",1981,56429,32914,70942,NA,79424,NA,294830,79424,550943,261916,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,10.4016533781553,3.50675787732265,2.16332302566054,2017,"t",0,0,-36,13.219386634508,"Delaware",90.9,606097.909790979,13.3147968193127
336,"DE",1982,60982,36138,76591,NA,86910,NA,322207,86910,594816,286069,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,10.4951002222718,3.50675787732265,2.16332302566054,2017,"t",0,0,-35,13.2960073930046,"Delaware",96.5,616389.6373057,13.3316345706477
337,"DE",1983,63787,29790,80031,NA,90052,NA,343776,90052,639271,313986,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,10.3019280457073,3.50675787732265,2.16332302566054,2017,"t",0,0,-34,13.3680837436111,"Delaware",99.6,641838.353413655,13.3720917650087
338,"DE",1984,70468,44857,92270,NA,93247,NA,388308,93247,712596,343451,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,10.7112349311166,3.50675787732265,2.16332302566054,2017,"t",0,0,-33,13.4766699188909,"Delaware",103.9,685847.930702599,13.4384112067738
339,"DE",1985,77950,82480,121502,NA,91078,NA,448069,91078,818579,365589,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.3203111186908,3.50675787732265,2.16332302566054,2017,"t",0,0,-32,13.6153251891565,"Delaware",107.6,760761.152416357,13.5420747274169
340,"DE",1986,85361,81065,131597,NA,134188,NA,411021,134188,850254,329956,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.3030065809842,3.50675787732265,2.16332302566054,2017,"t",0,0,-31,13.6532904073571,"Delaware",109.6,775779.197080292,13.5616232188312
341,"DE",1987,93454,105097,151451,NA,138037,NA,472749,138037,952009,367652,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.5626390122141,3.50675787732265,2.16332302566054,2017,"t",0,0,-30,13.7663297675103,"Delaware",113.6,838036.091549296,13.6388164472114
342,"DE",1988,95025,119323,180583,NA,144836,NA,497105,144836,996355,377782,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.6895893807866,3.50675787732265,2.16332302566054,2017,"t",0,0,-29,13.811858898765,"Delaware",118.3,842227.387996619,13.6438053137687
343,"DE",1989,103515,155400,195862,NA,158817,NA,582796,158817,1130196,427396,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.9537577169157,3.50675787732265,2.16332302566054,2017,"t",0,0,-28,13.937901626975,"Delaware",124,911448.387096774,13.7227902473581
344,"DE",1990,107293,117802,200201,NA,158712,NA,574113,158712,1129551,456311,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.6767605279842,3.50675787732265,2.16332302566054,2017,"t",0,0,-27,13.9373307665933,"Delaware",130.7,864231.828615149,13.6695963319512
345,"DE",1991,126368,122457,203868,NA,170477,NA,584180,170477,1165492,461723,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.7155152269367,3.50675787732265,2.16332302566054,2017,"t",0,0,-26,13.9686538734275,"Delaware",136.2,855720.998531571,13.6596996657002
346,"DE",1992,127337,128737,297004,NA,195341,NA,626326,195341,1341005,497589,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.7655268425543,3.50675787732265,2.16332302566054,2017,"t",0,0,-25,14.1089298908176,"Delaware",140.3,955812.544547398,13.7703170896973
347,"DE",1993,128291,113748,284839,NA,198118,NA,626886,198118,1339527,513138,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.641740754241,3.50675787732265,2.16332302566054,2017,"t",0,0,-24,14.1078271245386,"Delaware",144.5,927008.30449827,13.7397178029742
348,"DE",1994,136492,155070,307008,NA,211112,NA,701926,211112,1444083,546856,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.9516319068582,3.50675787732265,2.16332302566054,2017,"t",0,0,-23,14.1829850760074,"Delaware",148.2,974414.979757085,13.7895925491335
349,"DE",1995,151034,193649,332004,NA,245813,NA,756020,245813,1594818,562371,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.173802520974,3.50675787732265,2.16332302566054,2017,"t",0,0,-22,14.2822701811074,"Delaware",152.4,1046468.50393701,13.8609317238429
350,"DE",1996,144764,166021,350035,NA,244842,NA,797619,244842,1683861,631598,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.0198695653616,3.50675787732265,2.16332302566054,2017,"t",0,0,-21,14.33659992881,"Delaware",156.9,1073206.50095602,13.8861614550591
351,"DE",1997,148505,172562,390739,NA,253405,NA,835673,253405,1743234,663111,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.0585118711674,3.50675787732265,2.16332302566054,2017,"t",0,0,-20,14.3712525667821,"Delaware",160.5,1086127.10280374,13.8981288102002
352,"DE",1998,163621,205274,439828,NA,254920,NA,966719,254920,1981473,761445,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.2321009510513,3.50675787732265,2.16332302566054,2017,"t",0,0,-19,14.4993510654789,"Delaware",163,1215627.60736196,14.0107710506602
353,"DE",1999,169104,232528,459860,NA,274195,NA,1003431,274195,2030789,770903,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.356765926866,3.50675787732265,2.16332302566054,2017,"t",0,0,-18,14.5239349454561,"Delaware",166.6,1218960.98439376,14.0135094017115
354,"DE",2000,180462,240319,541112,NA,289338,NA,973718,289338,2132131,733399,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.3897224864307,3.50675787732265,2.16332302566054,2017,"t",0,0,-17,14.5726325070331,"Delaware",172.2,1238171.31242741,14.0291461010276
355,"DE",2001,183223,158703,586785,NA,294705,NA,878737,294705,2105921,720034,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.9747898099275,3.50675787732265,2.16332302566054,2017,"t",0,0,-16,14.5602634591016,"Delaware",177.1,1189114.05985319,13.9887191003009
356,"DE",2002,185591,251643,533528,NA,322835,NA,968290,322835,2173600,716647,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.4357666954059,3.50675787732265,2.16332302566054,2017,"t",0,0,-15,14.5918953370943,"Delaware",179.9,1208226.79266259,14.0046643821259
357,"DE",2003,201706,208283,488271,NA,326552,NA,918587,326552,2116458,710304,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.2466530108604,3.50675787732265,2.16332302566054,2017,"t",0,0,-14,14.565254494664,"Delaware",184,1150248.91304348,13.9554889230431
358,"DE",2004,220992,217768,568190,NA,383383,NA,998980,383383,2375482,781212,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.2911855549034,3.50675787732265,2.16332302566054,2017,"t",0,0,-13,14.6807109222283,"Delaware",188.9,1257534.14505029,14.0446633337089
359,"DE",2005,250289,248869,568540,NA,397264,NA,1131341,397264,2590217,882472,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.4246819325877,3.50675787732265,2.16332302566054,2017,"t",0,0,-12,14.7672522139498,"Delaware",195.3,1326275.98566308,14.0978855620553
360,"DE",2006,252984,295577,595813,NA,431518,NA,1314210,431518,2860749,1018633,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.5966846571806,3.50675787732265,2.16332302566054,2017,"t",0,0,-11,14.8665940366212,"Delaware",201.6,1419022.32142857,14.1654786864121
361,"DE",2007,240730,302222,624210,NA,459209,NA,1327638,459209,2905905,1025416,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.6189171256416,3.50675787732265,2.16332302566054,2017,"t",0,0,-10,14.8822554315938,"Delaware",207.342,1401503.31336632,14.1530560137414
362,"DE",2008,244748,308676,618856,NA,484515,NA,1315535,484515,2930955,1006859,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.6400474620841,3.50675787732265,2.16332302566054,2017,"t",0,0,-9,14.8908388664534,"Delaware",215.303,1361316.37738443,14.1239627141227
363,"DE",2009,245161,208677,705618,NA,474278,NA,1119370,474278,2799103,910693,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.2485428809548,3.50675787732265,2.16332302566054,2017,"t",0,0,-8,14.8448095666773,"Delaware",214.537,1304718.06727977,14.0814975350002
364,"DE",2010,277882,142417,767478,NA,462914,NA,995524,462914,2763032,853107,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,11.866514652857,3.50675787732265,2.16332302566054,2017,"t",0,0,-7,14.8318391854527,"Delaware",218.056,1267120.37274828,14.0522574609059
365,"DE",2011,319583,341965,795148,NA,493195,NA,1519689,493195,3261594,1177724,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.7424636716264,3.50675787732265,2.16332302566054,2017,"t",0,0,-6,14.9977265908976,"Delaware",224.939,1449990.44185312,14.1870675225496
366,"DE",2012,374732,262378,790579,NA,491044,NA,1388392,491044,3280185,1126014,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.4775414910738,3.50675787732265,2.16332302566054,2017,"t",0,0,-5,15.0034103812088,"Delaware",229.594,1428689.33857157,14.1722680354971
367,"DE",2013,379809,309644,812596,NA,487202,NA,1440145,487202,3346316,1130501,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.6431785294628,3.50675787732265,2.16332302566054,2017,"t",0,0,-4,15.0233705971934,"Delaware",232.957,1436452.22079611,14.1776868960033
368,"DE",2014,231407,278872,1002576,NA,480352,NA,1319213,480352,3176169,1040341,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.5385081741691,3.50675787732265,2.16332302566054,2017,"t",0,0,-3,14.9711863115204,"Delaware",236.736,1341650.19261963,14.1094109012985
369,"DE",2015,112096,400746,1206182,NA,498557,NA,1540994,498557,3513916,1140248,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.9010830891369,3.50675787732265,2.16332302566054,2017,"t",0,0,-2,15.072241643061,"Delaware",237.017,1482558.63503462,14.2092799605286
370,"DE",2016,105868,318152,1274897,NA,539193,NA,1430520,539193,3522405,1112368,NA,8,"Mideast",2,33.34,NA,NA,NA,8.7,12.6702845349841,3.50675787732265,2.16332302566054,2017,"t",0,0,-1,15.0746545529094,"Delaware",240.007,1467625.94424329,14.1991566493142
371,"DE",2017,120843,246175,1304919,NA,556490,NA,1427150,556490,3589030,1180975,NA,8,"Mideast",2,50,NA,NA,NA,8.7,12.413797944116,3.91202300542815,2.16332302566054,2017,"t",1,1,0,15.0933925289691,"Delaware",245.12,1464193.04830287,14.196814828405
372,"DE",2018,117494,254802,1378003,NA,585645,NA,1907137,585645,4220057,1652335,NA,8,"Mideast",2,60,NA,NA,NA,8.7,12.4482420519429,4.0943445622221,2.16332302566054,2017,"t",1,1,1,15.25535919303,"Delaware",251.107,1680581.18650615,14.3346502359034
373,"DE",2019,140916,289974,1560527,NA,602601,NA,2031392,602601,4596190,1741418,NA,8,"Mideast",2,75,NA,NA,NA,8.7,12.577546542771,4.31748811353631,2.16332302566054,2017,"t",1,1,2,15.3407382573922,"Delaware",255.657,1797795.48379274,14.4020717410439
374,"DE",2020,127014,244913,1643896,NA,585504,NA,1930761,585504,4555474,1685848,NA,8,"Mideast",2,100,NA,NA,NA,8.7,12.4086583244224,4.60517018598809,2.16332302566054,2017,"t",1,1,3,15.3318401447331,"Delaware",258.811,1760154.70748925,14.3809122651337
375,"DE",2021,161821,334805,1822622,NA,587923,NA,2483094,587923,5395710,2148289,NA,8,"Mideast",2,100,NA,NA,NA,8.7,12.7213035517751,4.60517018598809,2.16332302566054,2017,"t",1,1,4,15.5011147513518,"Delaware",270.97,1991257.33476031,14.5042768236951
376,"DE",2022,140463,498885,2210216,NA,644552,NA,2903928,644552,6310891,2405043,NA,8,"Mideast",2,100,NA,NA,NA,8.7,13.1201308872516,4.60517018598809,2.16332302566054,2017,"t",1,1,5,15.6577874289864,"Delaware",292.655,2156426.85072867,14.5839631741278
377,"FL",1976,43699,180740,4404,58237,2218934,47377,180740,964848,2935507,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.1048148134559,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,14.8923907390858,"Florida",56.9,5159063.2688928,15.4562655839416
378,"FL",1977,50126,194199,5041,68555,2415293,47076,194199,1016703,3274802,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.1766386854955,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,15.0017679672086,"Florida",60.6,5403963.69636964,15.5026432601214
379,"FL",1978,54787,256189,6048,70530,2807830,94804,256189,1163083,3764283,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.4536707323162,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,15.1410679628335,"Florida",65.2,5773440.18404908,15.5687786798889
380,"FL",1979,61265,314409,7454,77345,3206580,91902,314409,1259597,4290975,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.6584499650817,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,15.2720245378089,"Florida",72.6,5910433.88429752,15.5922298019663
381,"FL",1980,66707,371405,8192,86091,3544031,121254,371405,1291918,4804298,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.8250483903842,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,15.3850214918984,"Florida",82.4,5830458.73786408,15.5786062409711
382,"FL",1981,79190,402471,9841,101756,3908552,169213,402471,1365657,5314376,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.9053783235556,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,15.4859261592911,"Florida",90.9,5846398.23982398,15.5813363440957
383,"FL",1982,76423,383827,11226,109512,4189571,157633,383827,1405682,5555936,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.8579472092215,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,15.5303774637116,"Florida",96.5,5757446.63212435,15.5660046413547
384,"FL",1983,91175,371453,11760,131327,4795751,137933,371453,1461544,6224717,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.8251776210045,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,15.6440385374342,"Florida",99.6,6249715.86345382,15.6480465588318
385,"FL",1984,91325,365446,13463,149256,5731434,157823,365446,1750485,7329368,NA,NA,9,NA,NA,50,NA,NA,NA,5,12.8088738044389,3.91202300542815,1.6094379124341,NA,"n",0,0,NA,15.807399849136,"Florida",103.9,7054252.16554379,15.769141137019
386,"FL",1985,113044,454088,18086,162155,6495990,173178,454088,1823586,8334433,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.0260462908395,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,15.9359060454584,"Florida",107.6,7745755.57620818,15.8626555837188
387,"FL",1986,131046,486925,19431,206556,7062173,170902,486925,2034797,9120166,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.0958653860981,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.0259985636392,"Florida",109.6,8321319.3430657,15.9343313751134
388,"FL",1987,139310,596434,21642,221959,7588541,81268,596434,2110263,9846235,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.2987238689668,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.1025997065759,"Florida",113.6,8667460.38732394,15.9750863862769
389,"FL",1988,142621,624032,22086,222918,9144286,75023,624032,2281659,11491278,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.343956928088,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.2570988707937,"Florida",118.3,9713675.40152156,16.0890452857975
390,"FL",1989,167858,725364,25000,259858,9878661,60553,725364,2240704,12455553,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.4944288768079,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.3376771055322,"Florida",124,10044800.8064516,16.1225657259152
391,"FL",1990,172487,698825,33663,308570,10577503,65861,698825,2386089,13289492,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.4571556322174,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.4024842057301,"Florida",130.7,10167935.730681,16.134749771088
392,"FL",1991,185720,582149,46538,430334,10884691,71938,582149,2746001,13764055,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.2744817076934,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.4375710418229,"Florida",136.2,10105767.2540382,16.1286168340956
393,"FL",1992,223136,695114,48832,490073,11377260,67000,695114,3051282,14504207,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.4518311398727,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.48994930324,"Florida",140.3,10337995.0106914,16.1513365021196
394,"FL",1993,224877,755900,112467,666360,12720388,64493,755900,3425105,16407214,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.5356643712803,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.6132316741252,"Florida",144.5,11354473.3564014,16.2451223525608
395,"FL",1994,230785,950235,117592,681484,13551787,54362,950235,3509427,17808222,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.7644646014073,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.695170818727,"Florida",148.2,12016344.1295547,16.3017782918531
396,"FL",1995,241050,944969,121887,706021,14326946,72941,944969,3670398,18564650,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.758907401705,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.7367697927358,"Florida",152.4,12181528.8713911,16.3154313354714
397,"FL",1996,251778,1007556,123420,754482,15240513,65432,1007556,3811514,19728262,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.8230381543848,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.7975627849145,"Florida",156.9,12573780.7520714,16.3471243111636
398,"FL",1997,251101,1232731,121853,787614,15986690,75844,1232731,3918400,20985579,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.0247425912724,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.8593460455057,"Florida",160.5,13075127.1028037,16.3862222889237
399,"FL",1998,289627,1271261,120796,984694,16927461,69722,1271261,4003817,22513115,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.0555198792082,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.9296085862498,"Florida",163,13811726.993865,16.4410285714311
400,"FL",1999,296531,1266959,126455,960814,17920401,67100,1266959,4039279,23798564,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.0521300988744,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,16.985135800687,"Florida",166.6,14284852.3409364,16.4747102569423
401,"FL",2000,253371,1182796,120967,762653,19131173,56597,1182796,4120285,24817263,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,13.9833916851489,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.0270500576875,"Florida",172.2,14411883.2752613,16.483563651682
402,"FL",2001,255025,1591473,123905,498924,19003812,49315,1591473,4287526,24938748,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.2801705604331,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.0319332964749,"Florida",177.1,14081732.3546019,16.4603889376742
403,"FL",2002,281803,1218864,128147,427626,19456464,40114,1218864,5047755,25352237,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.0134298353813,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.0483775286841,"Florida",179.9,14092405.2251251,16.4611465737157
404,"FL",2003,300104,1226980,144416,346230,20575312,46700,1226980,5611868,26993487,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.0200664236417,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.1111061726476,"Florida",184,14670373.3695652,16.5013406010267
405,"FL",2004,255501,1441338,161423,276786,23409406,48651,1441338,6280891,30534283,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.1810824068107,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.2343606431127,"Florida",188.9,16164257.8083642,16.5983130545933
406,"FL",2005,279336,1785213,176414,299856,25486454,59121,1785213,6430205,33894971,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.395048293808,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.3387772132634,"Florida",195.3,17355335.8934972,16.6694105613689
407,"FL",2006,253223,2405863,191716,187941,30515783,55790,2405863,7701423,40132721,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.6934192329147,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.5077025445794,"Florida",201.6,19907103.6706349,16.8065871943703
408,"FL",2007,239006,2442516,196157,40518,30615783,45870,2442516,7766793,38818707,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.7085392135429,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.474412827577,"Florida",207.342,18722066.4409526,16.7452134097246
409,"FL",2008,246783,2208600,220112,2100,29420120,56000,2208600,7902020,35977055,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.6078693885952,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.3983919321083,"Florida",215.303,16709964.5615714,16.6315157797777
410,"FL",2009,215104,1836800,239887,800,26977862,81300,1836800,7749862,32053099,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.4235354851074,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.2829044293242,"Florida",214.537,14940592.5318243,16.5195923976472
411,"FL",2010,219401,1793180,238147,700,25239467,71010,1793180,7704172,30484883,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.3995011379556,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.2327414793636,"Florida",218.056,13980300.0146751,16.4531597548169
412,"FL",2011,232170,1869870,273635,320,26181186,59980,1869870,7803056,31635260,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.4413794676977,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.2697828792744,"Florida",224.939,14063928.4428223,16.4591238109265
413,"FL",2012,203720,2003490,275849,140,27267196,49860,2003490,7863408,32997012,NA,NA,9,NA,NA,50,NA,NA,NA,5.5,14.5104012177806,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.3119275698767,"Florida",229.594,14371896.478131,16.480785224165
414,"FL",2013,212184,2071710,284117,360,28526653,47050,2071710,7741146,34588478,NA,NA,9,NA,NA,50,1,NA,NA,5.5,14.543884911176,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.3590311787889,"Florida",232.957,14847580.454762,16.5133474775988
415,"FL",2014,198483,2043750,298604,250,29998178,49100,2043750,8517268,36335598,NA,NA,9,NA,NA,50,1,NA,NA,5.5,14.5302969136277,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.4083084798581,"Florida",236.736,15348573.0940795,16.5465330696362
416,"FL",2015,216891,2237500,309821,0,30336315,37220,2237500,8535420,37217689,NA,NA,9,NA,NA,50,1,NA,NA,5.5,14.6208697291311,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.4322947169767,"Florida",237.017,15702539.9022011,16.5693330344443
417,"FL",2016,177077,2272230,315059,0,31296426,35180,2272230,8878169,38507524,NA,NA,9,NA,NA,50,1,NA,NA,5.5,14.6362722860939,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.4663642087358,"Florida",240.007,16044333.7069335,16.5908663051405
418,"FL",2017,180240,2383783,238350,0,34089929,34148,2383783,8743763,41333978,NA,NA,9,NA,NA,50,1,NA,NA,5.5,14.6841992795346,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.5371954315538,"Florida",245.12,16862752.1214099,16.6406177309896
419,"FL",2018,171749,2426900,263623,0,38456615,36200,2426900,8893715,45961204,NA,NA,9,NA,NA,50,1,NA,NA,5.5,14.7021252807284,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.6433082072945,"Florida",251.107,18303433.9942734,16.7225992501679
420,"FL",2019,170015,3114711,398800,0,36492076,34245,3114711,8485578,45017095,NA,NA,9,NA,NA,50,1,NA,NA,5.5,14.9516469290136,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.622552864484,"Florida",255.657,17608395.232675,16.6838863481357
421,"FL",2020,164729,2481710,386200,0,35167486,28678,2481710,8207278,43314743,NA,NA,9,NA,NA,50,1,NA,NA,4.458,14.7244583966632,3.91202300542815,1.49470023496368,NA,"n",0,0,NA,17.5840036200093,"Florida",258.811,16736051.790689,16.6330757404099
422,"FL",2021,159607,3407190,535900,0,38522113,29541,3407190,8648445,49305384,NA,NA,9,NA,NA,50,1,NA,NA,3.353,15.0413984626256,3.91202300542815,1.20985546748409,NA,"n",0,0,NA,17.713543841975,"Florida",270.97,18195882.9390707,16.7167059143182
423,"FL",2022,202755,3780770,278526,0,47015449,28694,3780770,9174155,59236859,NA,NA,9,NA,NA,50,1,NA,NA,5.5,15.1454382505547,3.91202300542815,1.70474809223843,NA,"n",0,0,NA,17.8970545243512,"Florida",292.655,20241191.5053561,16.8232302694925
424,"GA",1976,9505,132741,7034,6612,1044192,NA,545929,424817,1676007,413188,NA,10,NA,NA,33.34,NA,NA,NA,6,11.7961551401957,3.50675787732265,1.79175946922805,2006,"t",0,0,-30,14.3319247366264,"Georgia",56.9,2945530.75571178,14.8957995814822
