"State","Year","Revenue","GDPDEF","RealRev"
"ND",1960,1414,16.62725,8504.1122254131
"ND",1961,1512,16.803,8998.39314408141
"ND",1962,1766,17.00825,10383.1963899872
"ND",1963,1812,17.20275,10533.1996337795
"ND",1964,2028,17.4655,11611.4625976926
"ND",1965,2472,17.78375,13900.3303577704
"ND",1966,3054,18.28275,16704.2704188374
"ND",1967,3335,18.81325,17726.8680318393
"ND",1968,3787,19.613,19308.6218324581
"ND",1969,2188,20.577,10633.2312776401
"ND",1970,2998,21.66325,13839.1053973896
"ND",1971,7723,22.75975,33932.7101571854
"ND",1972,8872,23.74125,37369.5572052862
"ND",1973,10089,25.0445,40284.293956757
"ND",1974,14526,27.30475,53199.5348794624
"ND",1975,19964,29.8215,66944.9893533189
"ND",1976,19572,31.4675,62197.5053626758
"ND",1977,21800,33.4185,65233.3288448015
"ND",1978,20921,35.76175,58501.0521017568
"ND",1979,28871,38.7415,74522.1532465186
"ND",1980,36348,42.247,86036.8783582266
"ND",1981,41051,46.244,88770.4350834703
"ND",1982,37734,49.1005,76850.541236851
"ND",1983,30594,51.012,59974.1237355916
"ND",1984,43712,52.85775,82697.4284754837
"ND",1985,84445,54.5315,154855.450519425
"ND",1986,56312,55.6325,101221.408349436
"ND",1987,33442,57.00375,58666.3158125562
"ND",1988,41765,59.01325,70772.2418270473
"ND",1989,42433,61.33125,69186.5892183838
"ND",1990,46762,63.6315,73488.7594980474
"ND",1991,50911,65.7795,77396.4533023206
"ND",1992,38610,67.27675,57389.8114876239
"ND",1993,54174,68.87275,78658.1049834659
"ND",1994,71461,70.3425,101590.07712265
"ND",1995,69880,71.81975,97299.1412529283
"ND",1996,74299,73.133,101594.355489314
"ND",1997,75223,74.39475,101113.317808044
"ND",1998,82544,75.23225,109718.903794583
"ND",1999,93595,76.29125,122681.172480461
"ND",2000,78221,78.02075,100256.662490427
"ND",2001,63390,79.782,79454.0121831992
"ND",2002,49990,81.02425,61697.5781941826
"ND",2003,55989,82.61875,67767.9098267645
"ND",2004,49807,84.8365,58709.3998455853
"ND",2005,75836,87.4985,86671.2000777156
"ND",2006,120113,90.201,133161.494883649
"ND",2007,136424,92.638,147265.700900278
"ND",2008,161925,94.4225,171489.84617014
"ND",2009,129542,95.02275,136327.353186474
"ND",2010,88347,96.1615,91873.5668640776
"ND",2011,160640,98.161,163649.514572997
"ND",2012,215622,99.9985,215625.234378516
"ND",2013,225719,101.7475,221842.305707757
"ND",2014,250438,103.6485,241622.406498888
"ND",2015,186039,104.6895,177705.500551631
"ND",2016,103069,105.73675,97476.9888425737
"ND",2017,60871,107.743,56496.4777294117
"ND",2018,107277,110.33475,97228.6609613019
"ND",2019,146523,112.31475,130457.486661369
"ND",2020,81490,113.7685,71627.9110650136
"ND",2021,155458,118.8655,130784.794578747
"NE",1950,0,13.079,0
"NE",1951,0,14.013,0
"NE",1952,0,14.255,0
"NE",1953,0,14.4295,0
"NE",1954,0,14.56225,0
"NE",1955,0,14.807,0
"NE",1956,0,15.3125,0
"NE",1957,0,15.82125,0
"NE",1958,0,16.1795,0
"NE",1959,0,16.4025,0
"NE",1960,0,16.62725,0
"NE",1961,0,16.803,0
"NE",1962,0,17.00825,0
"NE",1963,0,17.20275,0
"NE",1964,0,17.4655,0
"NE",1965,0,17.78375,0
"NE",1966,0,18.28275,0
"NE",1967,0,18.81325,0
"NE",1968,1374,19.613,7005.55753836741
"NE",1969,6866,20.577,33367.3518977499
"NE",1970,8550,21.66325,39467.762224043
"NE",1971,9405,22.75975,41322.9495051571
"NE",1972,10106,23.74125,42567.2616227031
"NE",1973,14010,25.0445,55940.4260416459
"NE",1974,21949,27.30475,80385.2809492854
"NE",1975,25858,29.8215,86709.2533910098
"NE",1976,28514,31.4675,90614.1256852308
"NE",1977,41946,33.4185,125517.303290094
"NE",1978,47067,35.76175,131612.686739323
"NE",1979,49985,38.7415,129021.849954183
"NE",1980,57579,42.247,136291.334295926
"NE",1981,54128,46.244,117048.698209497
"NE",1982,48498,49.1005,98772.9249192982
"NE",1983,51635,51.012,101221.281267153
"NE",1984,66909,52.85775,126583.140599061
"NE",1985,48959,54.5315,89781.1356738766
"NE",1986,54559,55.6325,98070.3725340403
"NE",1987,67423,57.00375,118278.183452843
"NE",1988,73783,59.01325,125027.853914163
"NE",1989,80624,61.33125,131456.639152145
"NE",1990,71948,63.6315,113069.784619253
"NE",1991,81948,65.7795,124579.8463047
"NE",1992,103617,67.27675,154016.06052611
"NE",1993,102755,68.87275,149195.436511538
"NE",1994,113142,70.3425,160844.439705726
"NE",1995,123924,71.81975,172548.637387348
"NE",1996,126801,73.133,173384.108405234
"NE",1997,137338,74.39475,184607.112733089
"NE",1998,142150,75.23225,188948.223667377
"NE",1999,135034,76.29125,176998.017465961
"NE",2000,140022,78.02075,179467.641620979
"NE",2001,138040,79.782,173021.483542654
"NE",2002,107628,81.02425,132834.305778825
"NE",2003,111597,82.61875,135074.665254558
"NE",2004,167429,84.8365,197354.912095619
"NE",2005,198380,87.4985,226723.8866952
"NE",2006,262296,90.201,290790.567732065
"NE",2007,213027,92.638,229956.389386645
"NE",2008,232852,94.4225,246606.476210649
"NE",2009,198442,95.02275,208836.304990121
"NE",2010,154332,96.1615,160492.504796618
"NE",2011,154945,98.161,157847.821436212
"NE",2012,234296,99.9985,234299.514492717
"NE",2013,275563,101.7475,270830.241529276
"NE",2014,306591,103.6485,295798.781458487
"NE",2015,344477,104.6895,329046.3704574
"NE",2016,307672,105.73675,290979.247990883
"NE",2017,264440,107.743,245435.89838783
"NE",2018,313690,110.33475,284307.527773435
"NE",2019,423738,112.31475,377277.249871455
"NE",2020,391164,113.7685,343824.520847159
"NE",2021,571220,118.8655,480559.960627768
"NH",1950,0,13.079,0
"NH",1951,0,14.013,0
"NH",1952,0,14.255,0
"NH",1953,0,14.4295,0
"NH",1954,0,14.56225,0
"NH",1955,0,14.807,0
"NH",1956,0,15.3125,0
"NH",1957,0,15.82125,0
"NH",1958,0,16.1795,0
"NH",1959,0,16.4025,0
"NH",1960,0,16.62725,0
"NH",1961,0,16.803,0
"NH",1962,0,17.00825,0
"NH",1963,0,17.20275,0
"NH",1964,0,17.4655,0
"NH",1965,0,17.78375,0
"NH",1966,0,18.28275,0
"NH",1967,0,18.81325,0
"NH",1968,0,19.613,0
"NH",1969,0,20.577,0
"NH",1970,0,21.66325,0
"NH",1971,12377,22.75975,54381.0894232142
"NH",1972,16340,23.74125,68825.356710367
"NH",1973,19061,25.0445,76108.5268222564
"NH",1974,23881,27.30475,87460.9729076443
"NH",1975,26320,29.8215,88258.4712371946
"NH",1976,24146,31.4675,76733.1373639469
"NH",1977,32563,33.4185,97440.0406960217
"NH",1978,52453,35.76175,146673.470957098
"NH",1979,64018,38.7415,165243.98900404
"NH",1980,62786,42.247,148616.469808507
"NH",1981,57339,46.244,123992.301704005
"NH",1982,79808,49.1005,162540.096333031
"NH",1983,73960,51.012,144985.493609347
"NH",1984,95664,52.85775,180983.867077202
"NH",1985,95421,54.5315,174983.26655236
"NH",1986,99063,55.6325,178066.777513144
"NH",1987,159747,57.00375,280239.457930399
"NH",1988,145680,59.01325,246859.815380444
"NH",1989,152005,61.33125,247842.657698971
"NH",1990,126589,63.6315,198940.776187894
"NH",1991,122205,65.7795,185779.764212255
"NH",1992,95635,67.27675,142151.634851565
"NH",1993,126169,68.87275,183191.465419923
"NH",1994,144157,70.3425,204935.849593063
"NH",1995,166451,71.81975,231762.154560549
"NH",1996,179652,73.133,245651.074070529
"NH",1997,208388,74.39475,280111.163758195
"NH",1998,236193,75.23225,313951.795938577
"NH",1999,255818,76.29125,335317.615060705
"NH",2000,312176,78.02075,400119.199059225
"NH",2001,350363,79.782,439150.434935198
"NH",2002,377313,81.02425,465679.102244081
"NH",2003,396162,82.61875,479506.165368031
"NH",2004,407603,84.8365,480457.114567433
"NH",2005,476489,87.4985,544568.192597587
"NH",2006,542644,90.201,601594.217359009
"NH",2007,595789,92.638,643136.725749692
"NH",2008,614794,94.4225,651109.640181101
"NH",2009,493431,95.02275,519276.699527218
"NH",2010,499669,96.1615,519614.398693864
"NH",2011,518405,98.161,528117.072971954
"NH",2012,521309,99.9985,521316.819752296
"NH",2013,553197,101.7475,543695.913904518
"NH",2014,542847,103.6485,523738.404318442
"NH",2015,576679,104.6895,550847.028594081
"NH",2016,573653,105.73675,542529.442223257
"NH",2017,573653,107.743,532427.164641786
"NH",2018,790011,110.33475,716012.860862058
"NH",2019,831765,112.31475,740566.132231074
"NH",2020,780672,113.7685,686193.454251396
"NH",2021,1009975,118.8655,849678.838687424
"NJ",1950,0,13.079,0
"NJ",1951,0,14.013,0
"NJ",1952,0,14.255,0
"NJ",1953,0,14.4295,0
"NJ",1954,0,14.56225,0
"NJ",1955,0,14.807,0
"NJ",1956,0,15.3125,0
"NJ",1957,0,15.82125,0
"NJ",1958,0,16.1795,0
"NJ",1959,18333,16.4025,111769.547325103
"NJ",1960,27690,16.62725,166533.852561307
"NJ",1961,26350,16.803,156817.235017556
"NJ",1962,25250,17.00825,148457.36627813
"NJ",1963,30835,17.20275,179244.597520745
"NJ",1964,31733,17.4655,181689.616672869
"NJ",1965,35839,17.78375,201526.674632741
"NJ",1966,42916,18.28275,234734.927732425
"NJ",1967,48479,18.81325,257685.407890715
"NJ",1968,75582,19.613,385366.84851884
"NJ",1969,156631,20.577,761194.537590514
"NJ",1970,169178,21.66325,780944.68743148
"NJ",1971,112312,22.75975,493467.634749942
"NJ",1972,119528,23.74125,503461.275206655
"NJ",1973,170588,25.0445,681139.571562619
"NJ",1974,197591,27.30475,723650.646865472
"NJ",1975,202780,29.8215,679979.209630636
"NJ",1976,228966,31.4675,727626.916660046
"NJ",1977,332775,33.4185,995780.780106827
"NJ",1978,398227,35.76175,1113555.68449531
"NJ",1979,429861,38.7415,1109562.09749235
"NJ",1980,497205,42.247,1176900.13492082
"NJ",1981,574920,46.244,1243231.55436381
"NJ",1982,724869,49.1005,1476296.57539129
"NJ",1983,664415,51.012,1302468.0467341
"NJ",1984,830106,52.85775,1570452.77182627
"NJ",1985,923166,54.5315,1692904.10129925
"NJ",1986,954885,55.6325,1716415.76416663
"NJ",1987,1088311,57.00375,1909191.93912681
"NJ",1988,1181849,59.01325,2002684.14296789
"NJ",1989,1309625,61.33125,2135330.68378681
"NJ",1990,1123096,63.6315,1765000.03928872
"NJ",1991,1030620,65.7795,1566779.92383645
"NJ",1992,845823,67.27675,1257229.2805464
"NJ",1993,946641,68.87275,1374478.29511672
"NJ",1994,1085055,70.3425,1542531.18669368
"NJ",1995,1028947,71.81975,1432679.7294616
"NJ",1996,1155270,73.133,1579683.59017133
"NJ",1997,1263979,74.39475,1699016.3956462
"NJ",1998,1178053,75.23225,1565888.29923337
"NJ",1999,1333955,76.29125,1748503.26872348
"NJ",2000,1347336,78.02075,1726894.44795135
"NJ",2001,1300785,79.782,1630424.15582462
"NJ",2002,1101296,81.02425,1359217.76505182
"NJ",2003,2397043,82.61875,2901330.50911567
"NJ",2004,1896998,84.8365,2236063.48682466
"NJ",2005,2224633,87.4985,2542481.29967942
"NJ",2006,2508428,90.201,2780931.47526081
"NJ",2007,2887137,92.638,3116579.58936937
"NJ",2008,2819906,94.4225,2986476.74018375
"NJ",2009,2397471,95.02275,2523049.48025604
"NJ",2010,2047474,96.1615,2129203.47540336
"NJ",2011,2216438,98.161,2257961.91970334
"NJ",2012,1929133,99.9985,1929161.93742906
"NJ",2013,2282055,101.7475,2242861.00395587
"NJ",2014,2368068,103.6485,2284710.34313087
"NJ",2015,2579391,104.6895,2463848.81005258
"NJ",2016,2229487,105.73675,2108526.12738712
"NJ",2017,2109930,107.743,1958298.91501072
"NJ",2018,2235653,110.33475,2026245.58446002
"NJ",2019,3909308,112.31475,3480671.95092363
"NJ",2020,3565191,113.7685,3133724.18551708
"NJ",2021,5959760,118.8655,5013868.61620908
"NM",1950,1255,13.079,9595.53482682162
"NM",1951,1303,14.013,9298.50852779562
"NM",1952,1271,14.255,8916.16976499474
"NM",1953,1080,14.4295,7484.66682837243
"NM",1954,1052,14.56225,7224.15835464986
"NM",1955,0,14.807,0
"NM",1956,0,15.3125,0
"NM",1957,0,15.82125,0
"NM",1958,0,16.1795,0
"NM",1959,0,16.4025,0
"NM",1960,0,16.62725,0
"NM",1961,0,16.803,0
"NM",1962,0,17.00825,0
"NM",1963,0,17.20275,0
"NM",1964,0,17.4655,0
"NM",1965,0,17.78375,0
"NM",1966,0,18.28275,0
"NM",1967,6460,18.81325,34337.501494957
"NM",1968,4330,19.613,22077.1936980574
"NM",1969,5128,20.577,24921.0283326044
"NM",1970,8072,21.66325,37261.2604295293
"NM",1971,10119,22.75975,44460.0665648788
"NM",1972,13211,23.74125,55645.7642289264
"NM",1973,15063,25.0445,60144.9420032342
"NM",1974,16160,27.30475,59183.8416392752
"NM",1975,18344,29.8215,61512.6670355281
"NM",1976,23504,31.4675,74692.9371573846
"NM",1977,29486,33.4185,88232.5657943953
"NM",1978,37608,35.76175,105162.638852964
"NM",1979,40514,38.7415,104575.197140018
"NM",1980,46272,42.247,109527.303713873
"NM",1981,53523,46.244,115740.42037886
"NM",1982,60265,49.1005,122738.057657254
"NM",1983,61742,51.012,121034.26644711
"NM",1984,53399,52.85775,101023.974724615
"NM",1985,65056,54.5315,119299.854212703
"NM",1986,72130,55.6325,129654.428616366
"NM",1987,99139,57.00375,173916.628291998
"NM",1988,49576,59.01325,84008.2523839985
"NM",1989,76542,61.33125,124800.9782941
"NM",1990,61732,63.6315,97014.8432773076
"NM",1991,48989,65.7795,74474.5703448643
"NM",1992,77786,67.27675,115620.92401907
"NM",1993,90428,68.87275,131297.211161163
"NM",1994,122528,70.3425,174187.724348722
"NM",1995,150343,71.81975,209333.783534473
"NM",1996,163402,73.133,223431.282731462
"NM",1997,173205,74.39475,232818.848104201
"NM",1998,180021,75.23225,239287.007898873
"NM",1999,163964,76.29125,214918.486720299
"NM",2000,159338,78.02075,204225.158050903
"NM",2001,190673,79.782,238992.504574967
"NM",2002,124327,81.02425,153444.184919947
"NM",2003,101546,82.61875,122909.145926318
"NM",2004,138196,84.8365,162896.866325226
"NM",2005,242462,87.4985,277104.178928782
"NM",2006,377185,90.201,418160.552543763
"NM",2007,459880,92.638,496426.95222263
"NM",2008,403500,94.4225,427334.586565702
"NM",2009,162500,95.02275,171011.678782186
"NM",2010,125100,96.1615,130093.644545894
"NM",2011,229800,98.161,234105.194527358
"NM",2012,276707,99.9985,276711.15066726
"NM",2013,266466,101.7475,261889.481314037
"NM",2014,205702,103.6485,198461.145120286
"NM",2015,249947,104.6895,238750.782074611
"NM",2016,89708,105.73675,84840.8902297451
"NM",2017,89708,107.743,83261.0935281178
"NM",2018,111297,110.33475,100872.118711467
"NM",2019,202367,112.31475,180178.471661113
"NM",2020,95556,113.7685,83991.6145506006
"NM",2021,152728,118.8655,128488.081066415
"NV",1950,0,13.079,0
"NV",1951,0,14.013,0
"NV",1952,0,14.255,0
"NV",1953,0,14.4295,0
"NV",1954,0,14.56225,0
"NV",1955,0,14.807,0
"NV",1956,0,15.3125,0
"NV",1957,0,15.82125,0
"NV",1958,0,16.1795,0
"NV",1959,0,16.4025,0
"NV",1960,0,16.62725,0
"NV",1961,0,16.803,0
"NV",1962,0,17.00825,0
"NV",1963,0,17.20275,0
"NV",1964,0,17.4655,0
"NV",1965,0,17.78375,0
"NV",1966,0,18.28275,0
"NV",1967,0,18.81325,0
"NV",1968,0,19.613,0
"NV",1969,0,20.577,0
"NV",1970,0,21.66325,0
"NV",1971,0,22.75975,0
"NV",1972,0,23.74125,0
"NV",1973,0,25.0445,0
"NV",1974,0,27.30475,0
"NV",1975,0,29.8215,0
"NV",1976,0,31.4675,0
"NV",1977,0,33.4185,0
"NV",1978,0,35.76175,0
"NV",1979,0,38.7415,0
"NV",1980,0,42.247,0
"NV",1981,0,46.244,0
"NV",1982,0,49.1005,0
"NV",1983,0,51.012,0
"NV",1984,0,52.85775,0
"NV",1985,0,54.5315,0
"NV",1986,0,55.6325,0
"NV",1987,0,57.00375,0
"NV",1988,0,59.01325,0
"NV",1989,0,61.33125,0
"NV",1990,0,63.6315,0
"NV",1991,0,65.7795,0
"NV",1992,0,67.27675,0
"NV",1993,0,68.87275,0
"NV",1994,0,70.3425,0
"NV",1995,0,71.81975,0
"NV",1996,0,73.133,0
"NV",1997,0,74.39475,0
"NV",1998,0,75.23225,0
"NV",1999,0,76.29125,0
"NV",2000,0,78.02075,0
"NV",2001,0,79.782,0
"NV",2002,0,81.02425,0
"NV",2003,0,82.61875,0
"NV",2004,0,84.8365,0
"NV",2005,0,87.4985,0
"NV",2006,0,90.201,0
"NV",2007,0,92.638,0
"NV",2008,0,94.4225,0
"NV",2009,0,95.02275,0
"NV",2010,0,96.1615,0
"NV",2011,0,98.161,0
"NV",2012,0,99.9985,0
"NV",2013,0,101.7475,0
"NV",2014,0,103.6485,0
"NV",2015,0,104.6895,0
"NV",2016,0,105.73675,0
"NV",2017,0,107.743,0
"NV",2018,0,110.33475,0
"NV",2019,0,112.31475,0
"NV",2020,0,113.7685,0
"NV",2021,0,118.8655,0
"NY",1950,180664,13.079,1381328.84777124
"NY",1951,167280,14.013,1193748.66195675
"NY",1952,218129,14.255,1530192.91476675
"NY",1953,225720,14.4295,1564295.36712984
"NY",1954,204449,14.56225,1403965.73331731
"NY",1955,207215,14.807,1399439.45431215
"NY",1956,223077,15.3125,1456829.3877551
"NY",1957,251284,15.82125,1588268.94208738
"NY",1958,258320,16.1795,1596588.27528663
"NY",1959,254256,16.4025,1550105.16689529
"NY",1960,256309,16.62725,1541499.64666436
"NY",1961,279057,16.803,1660757.0076772
"NY",1962,298778,17.00825,1756665.14779592
"NY",1963,423243,17.20275,2460321.75088285
"NY",1964,421700,17.4655,2414474.2492342
"NY",1965,527808,17.78375,2967922.96337949
"NY",1966,392358,18.28275,2146055.70824958
"NY",1967,443738,18.81325,2358646.16693022
"NY",1968,412310,19.613,2102228.11400602
"NY",1969,610307,20.577,2965966.85619867
"NY",1970,693151,21.66325,3199663.02378452
"NY",1971,572328,22.75975,2514649.76548512
"NY",1972,781010,23.74125,3289675.14347391
"NY",1973,874627,25.0445,3492291.72073709
"NY",1974,874379,27.30475,3202296.30375667
"NY",1975,967401,29.8215,3243971.63120567
"NY",1976,1132756,31.4675,3599764.83673632
"NY",1977,1295001,33.4185,3875102.11409848
"NY",1978,1344610,35.76175,3759911.0781771
"NY",1979,1223281,38.7415,3157546.81672109
"NY",1980,1235340,42.247,2924089.28444623
"NY",1981,1524968,46.244,3297655.91211833
"NY",1982,1342051,49.1005,2733273.59191862
"NY",1983,1339005,51.012,2624882.38061633
"NY",1984,1524619,52.85775,2884381.19291873
"NY",1985,1859979,54.5315,3410834.10505854
"NY",1986,1901879,55.6325,3418647.37338786
"NY",1987,2143390,57.00375,3760085.95925707
"NY",1988,2172245,59.01325,3680944.53364287
"NY",1989,2008913,61.33125,3275512.89106288
"NY",1990,1885429,63.6315,2963043.46117882
"NY",1991,2030332,65.7795,3086572.56440076
"NY",1992,2518790,67.27675,3743923.42079545
"NY",1993,2637556,68.87275,3829607.5007895
"NY",1994,3120034,70.3425,4435489.21349113
"NY",1995,2814568,71.81975,3918933.16253537
"NY",1996,2729835,73.133,3732699.32862046
"NY",1997,3042094,74.39475,4089124.56860195
"NY",1998,3127524,75.23225,4157158.66533302
"NY",1999,2888041,76.29125,3785546.8353186
"NY",2000,2771556,78.02075,3552331.91170298
"NY",2001,3199483,79.782,4010281.7678173
"NY",2002,2257935,81.02425,2786739.7723521
"NY",2003,2089104,82.61875,2528607.61025796
"NY",2004,2044504,84.8365,2409934.40323446
"NY",2005,2784721,87.4985,3182592.84444876
"NY",2006,4018199,90.201,4454716.68828505
"NY",2007,5416105,92.638,5846526.26352037
"NY",2008,5037830,94.4225,5335412.63999576
"NY",2009,4427675,95.02275,4659594.6760118
"NY",2010,3895349,96.1615,4050840.51309516
"NY",2011,4015628,98.161,4090858.89508053
"NY",2012,4567889,99.9985,4567957.51936279
"NY",2013,4920605,101.7475,4836094.25293005
"NY",2014,4861687,103.6485,4690552.202878
"NY",2015,5084187,104.6895,4856444.05599415
"NY",2016,4181811,105.73675,3954926.74022986
"NY",2017,4026353,107.743,3736997.29912848
"NY",2018,3079974,110.33475,2791481.37826025
"NY",2019,4296595,112.31475,3825494.87044222
"NY",2020,4824289,113.7685,4240443.53226069
"NY",2021,4954149,118.8655,4167861.15399338
"OH",1950,0,13.079,0
"OH",1951,0,14.013,0
"OH",1952,0,14.255,0
"OH",1953,0,14.4295,0
"OH",1954,0,14.56225,0
"OH",1955,0,14.807,0
"OH",1956,0,15.3125,0
"OH",1957,0,15.82125,0
"OH",1958,0,16.1795,0
"OH",1959,0,16.4025,0
"OH",1960,0,16.62725,0
"OH",1961,0,16.803,0
"OH",1962,0,17.00825,0
"OH",1963,0,17.20275,0
"OH",1964,0,17.4655,0
"OH",1965,0,17.78375,0
"OH",1966,0,18.28275,0
"OH",1967,0,18.81325,0
"OH",1968,0,19.613,0
"OH",1969,0,20.577,0
"OH",1970,0,21.66325,0
"OH",1971,0,22.75975,0
"OH",1972,134698,23.74125,567358.500500184
"OH",1973,167970,25.0445,670686.178602088
"OH",1974,190584,27.30475,697988.445233888
"OH",1975,267315,29.8215,896383.481716211
"OH",1976,265052,31.4675,842303.964407722
"OH",1977,315481,33.4185,944031.000792974
"OH",1978,461393,35.76175,1290185.74314736
"OH",1979,505001,38.7415,1303514.31927003
"OH",1980,517344,42.247,1224569.79193789
"OH",1981,490637,46.244,1060974.39667849
"OH",1982,548091,49.1005,1116263.58183725
"OH",1983,415017,51.012,813567.395906845
"OH",1984,524891,52.85775,993025.620651655
"OH",1985,437129,54.5315,801608.244775955
"OH",1986,477794,55.6325,858839.707005797
"OH",1987,474588,57.00375,832555.752910993
"OH",1988,582026,59.01325,986263.254438622
"OH",1989,730510,61.33125,1191089.37124223
"OH",1990,643428,63.6315,1011178.42577968
"OH",1991,630183,65.7795,958023.396346886
"OH",1992,641701,67.27675,953822.8288376
"OH",1993,677183,68.87275,983237.92791779
"OH",1994,652543,70.3425,927665.351672175
"OH",1995,713252,71.81975,993114.011118112
"OH",1996,807435,73.133,1104063.82891444
"OH",1997,737363,74.39475,991149.241041875
"OH",1998,765883,75.23225,1018024.84971538
"OH",1999,751567,76.29125,985128.700866744
"OH",2000,630607,78.02075,808255.496134041
"OH",2001,663376,79.782,831485.798801735
"OH",2002,761050,81.02425,939286.69503266
"OH",2003,794645,82.61875,961821.620394886
"OH",2004,1060594,84.8365,1250162.37114921
"OH",2005,1327484,87.4985,1517150.57972422
"OH",2006,1105864,90.201,1225999.71175486
"OH",2007,1125654,92.638,1215110.4298452
"OH",2008,754633,94.4225,799208.87500331
"OH",2009,521363,95.02275,548671.765445643
"OH",2010,142318,96.1615,147998.939284433
"OH",2011,237205,98.161,241648.923706971
"OH",2012,117446,99.9985,117447.761716426
"OH",2013,262226,101.7475,257722.302759282
"OH",2014,-118,103.6485,-113.846317119881
"OH",2015,2586,104.6895,2470.16176407376
"OH",2016,33235,105.73675,31431.8342487357
"OH",2017,8833,107.743,8198.21241287137
"OH",2018,9046,110.33475,8198.68627064456
"OH",2019,7306,112.31475,6504.93367968143
"OH",2020,3683,113.7685,3237.2756958209
"OH",2021,5955,118.8655,5009.86409008501
"OK",1950,7893,13.079,60348.6505084487
"OK",1951,8289,14.013,59152.2157996146
"OK",1952,8850,14.255,62083.4794808839
"OK",1953,8538,14.4295,59170.4494265221
"OK",1954,7844,14.56225,53865.302408625
"OK",1955,8147,14.807,55021.2737218883
"OK",1956,9801,15.3125,64006.5306122449
"OK",1957,10457,15.82125,66094.6511811646
"OK",1958,10841,16.1795,67004.5427856238
"OK",1959,11279,16.4025,68763.9079408627
"OK",1960,12166,16.62725,73169.0447909306
"OK",1961,14676,16.803,87341.5461524728
"OK",1962,14575,17.00825,85693.7074654947
"OK",1963,20673,17.20275,120172.646815189
"OK",1964,16863,17.4655,96550.3421030031
"OK",1965,17084,17.78375,96065.2280874394
"OK",1966,22323,18.28275,122098.699593879
"OK",1967,21510,18.81325,114334.312253332
"OK",1968,24229,19.613,123535.410187121
"OK",1969,22135,20.577,107571.560480148
"OK",1970,27490,21.66325,126896.933747245
"OK",1971,25207,22.75975,110752.534628017
"OK",1972,28014,23.74125,117997.15684726
"OK",1973,35434,25.0445,141484.158198407
"OK",1974,40386,27.30475,147908.330968055
"OK",1975,42533,29.8215,142625.287125061
"OK",1976,53430,31.4675,169794.232144276
"OK",1977,70635,33.4185,211364.962520759
"OK",1978,91375,35.76175,255510.426642991
"OK",1979,94501,38.7415,243927.054966896
"OK",1980,89869,42.247,212722.796884986
"OK",1981,128697,46.244,278299.88755298
"OK",1982,139022,49.1005,283137.646256148
"OK",1983,103325,51.012,202550.380302674
"OK",1984,97223,52.85775,183933.292658125
"OK",1985,104522,54.5315,191672.702933167
"OK",1986,107077,55.6325,192472.026243653
"OK",1987,88703,57.00375,155609.060807403
"OK",1988,83725,59.01325,141874.917920975
"OK",1989,112851,61.33125,184002.445735249
"OK",1990,95920,63.6315,150742.949639722
"OK",1991,137582,65.7795,209156.348102372
"OK",1992,149142,67.27675,221684.31144489
"OK",1993,142023,68.87275,206210.729207125
"OK",1994,162214,70.3425,230605.96367772
"OK",1995,166746,71.81975,232172.9050853
"OK",1996,163734,73.133,223885.250160666
"OK",1997,221172,74.39475,297295.17203835
"OK",1998,222621,75.23225,295911.660225502
"OK",1999,187308,76.29125,245517.01538512
"OK",2000,194145,78.02075,248837.648958771
"OK",2001,167222,79.782,209598.656338523
"OK",2002,173701,81.02425,214381.496897534
"OK",2003,104448,82.61875,126421.665784099
"OK",2004,133309,84.8365,157136.374084268
"OK",2005,168890,87.4985,193020.451779173
"OK",2006,304381,90.201,337447.47840933
"OK",2007,561375,92.638,605987.823571321
"OK",2008,360065,94.4225,381333.898170457
"OK",2009,342762,95.02275,360715.723339937
"OK",2010,216400,96.1615,225038.086968277
"OK",2011,353972,98.161,360603.498334369
"OK",2012,446009,99.9985,446015.690235353
"OK",2013,585146,101.7475,575096.194009681
"OK",2014,397290,103.6485,383305.112953878
"OK",2015,388530,104.6895,371126.044159156
"OK",2016,327783,105.73675,309999.125185898
"OK",2017,157936,107.743,146585.857085843
"OK",2018,234817,110.33475,212822.342915537
"OK",2019,302878,112.31475,269668.943749597
"OK",2020,301574,113.7685,265076.888593943
"OK",2021,601224,118.8655,505801.935801389
"OR",1950,17017,13.079,130109.335576114
"OR",1951,14538,14.013,103746.521087562
"OR",1952,22071,14.255,154829.88425114
"OR",1953,18606,14.4295,128944.176859905
"OR",1954,14811,14.56225,101708.183831482
"OR",1955,14027,14.807,94732.2212467076
"OR",1956,16391,15.3125,107043.265306122
"OR",1957,20713,15.82125,130918.859129336
"OR",1958,24505,16.1795,151457.090763003
"OR",1959,16286,16.4025,99289.7424173144
"OR",1960,22442,16.62725,134971.206904329
"OR",1961,20930,16.803,124561.090281497
"OR",1962,21466,17.00825,126209.339585201
"OR",1963,21897,17.20275,127287.788289663
"OR",1964,23325,17.4655,133548.996593284
"OR",1965,26567,17.78375,149389.189569129
"OR",1966,31076,18.28275,169974.429448524
"OR",1967,32190,18.81325,171102.813176883
"OR",1968,31335,19.613,159766.481415388
"OR",1969,37543,20.577,182451.280555961
"OR",1970,39880,21.66325,184090.568128051
"OR",1971,24517,22.75975,107720.866881227
"OR",1972,40606,23.74125,171035.644711209
"OR",1973,51131,25.0445,204160.594142426
"OR",1974,85734,27.30475,313989.324201833
"OR",1975,90691,29.8215,304112.804520229
"OR",1976,66657,31.4675,211828.076586955
"OR",1977,91104,33.4185,272615.467480587
